category,subcategory,description,price_eu,compare,brand,supermercado
Droguería y limpieza,Cuidado ropa,"Almidón Spray 0,5 L",4.89,"9,78 € / 1 L",Toke,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas en Seco Spray 200 ml,3.79,"18,95 € / 1 L",Cebralin,CONSUM
Droguería y limpieza,Cuidado ropa,"Aditivo Transpirex Spray Quitamanchas Prelavado 0,6 L",5.99,"9,98 € / 1 L",Neutrex,CONSUM
Droguería y limpieza,Cuidado ropa,Bolsa Ropa Lavadora 40x50 cm 1 U,1.89,"1,89 € / 1 U",D´emilia,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Concentrado Ropa Blanca y Color 25 Lv,3.09,"0,12 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Desinfectante Textil Sin Lejía 500 ml,2.95,"5,90 € / 1 L",Sanytol,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Concentrado Aroma Nenuco 72 Lv,4.89,"0,06 € / 1 Lv",Flor,CONSUM
Droguería y limpieza,Cuidado ropa,Tinte Negro 40ºC 2 Sobres 2 U,2.99,"1,50 € / 1 U",Iberia,CONSUM
Droguería y limpieza,Cuidado ropa,Tinte Azul Marino 40ºC 2 Sobres 2 U,2.99,"1,50 € / 1 U",Iberia,CONSUM
Droguería y limpieza,Cuidado ropa,"Aditivo Líquido Cortinas Luminosas 0,15 L",1.75,"1,75 € / 1 U",Iberia,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas Desteñidos 4 U,3.99,"1,00 € / 1 U",Iberia,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido P.Delicadas Máquina 37 Lv,3.99,"0,11 € / 1 Lv",Norit,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Prendas Delicadas Mano 45 Lv,3.99,"0,09 € / 1 Lv",Norit,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Eco 20 Lv,4.99,"0,25 € / 1 Lv",Consum eco,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Max 50 Lv,6.29,"0,13 € / 1 Lv",Asevi,CONSUM
Droguería y limpieza,Cuidado ropa,Protector del Color 15 Unidades 15 U,3.49,"0,23 € / 1 U",Iberia,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Polvo Marsella 36 Lv,4.39,"0,12 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Polvo 36 Lv,4.99,"0,14 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Perlas Unstoppables Perfume Fresh 210 Gr,6.99,"33,29 € / 1 Kg",Lenor,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Polvo 12 Lv,2.39,"0,20 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Jabón Pastilla 3 U,2.95,"0,98 € / 1 U",Lagarto,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas Oxi Action White 450 Gr,6.39,"14,20 € / 1 Kg",Vanish,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas Oxi Action Pink 450 Gr,6.39,"14,20 € / 1 Kg",Vanish,CONSUM
Droguería y limpieza,Cuidado ropa,Desinfectante Textil 1 L,3.29,"3,29 € / 1 L",Sanicentro,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Concentrado Brisa de Santorini 60 Lv,2.39,"0,04 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Concentrado Aire de Ceilán 60 Lv,2.39,"0,04 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Concentrado Sol de Antioquia 60 Lv,2.39,"0,04 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Hipoalergénico 60 Lv,1.99,"0,03 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Plancha Fácil 60 Lv,1.99,"0,03 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Orgánico Lavanda 45 Lv,5.39,"0,12 € / 1 Lv",Botanical,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Frescor 80 Lv,1.85,"0,02 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Rosa Mosqueta 80 Lv,1.85,"0,02 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Relax 80 Lv,1.85,"0,02 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Perlas Classic frescor de Abril,4.99,"23,76 € / 1 Kg",Lenor,CONSUM
Droguería y limpieza,Cuidado ropa,Aditivo Textil 720 ml,2.39,"3,32 € / 1 L",Asevi,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Talco 80 Lv,1.85,"0,02 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,"Detergente Líquido Eco 1,5 L",5.59,"0,13 € / 1 Lv",Consum eco,CONSUM
Droguería y limpieza,Cuidado ropa,Perfumador Líquido Ropa Blue 36 Lv,3.95,"0,11 € / 1 Lv",Asevi,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Mano 1 L,2.19,"0,07 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Color 52 Lv,4.75,"0,09 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Liquido Higyenic Max 47 Lv,6.79,"0,14 € / 1 Lv",Asevi,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Prendas Oscuras 30 Lv,4.2,"0,14 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Marsella Rellenable 40 Lv,2.99,"0,07 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Frescor Rellenable 40 Lv,2.99,"0,07 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Orgánico Gel Lavanda 35 Lv,12.95,"0,37 € / 1 Lv",Botanical,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Prendas Delicadas 50 Lv,2.5,"0,05 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Gel Vanish Advanced 31 Lv,9.29,"0,30 € / 1 Lv",Colon,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas en Polvo Oxi Advance 800 Gr,13.49,"16,86 € / 1 Kg",Vanish,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Gel Aroma Nenuco 45 Lv,7.99,"0,18 € / 1 Lv",Colon,CONSUM
Droguería y limpieza,Cuidado ropa,"Limpia Lavadoras 0,25 L",1.95,"7,80 € / 1 L",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,"Quitamanchas Ropa Blanca 0,9 Kg",2.79,"3,10 € / 1 Kg",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,"Quitamanchas Ropa Color 0,9 Kg",2.79,"3,10 € / 1 Kg",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Potenciador del Lavado en Polvo 800 Gr,13.49,"16,86 € / 1 Kg",Vanish,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido 55 Lv,11.5,"0,21 € / 1 Lv",Dixan,CONSUM
Droguería y limpieza,Cuidado ropa,Pinza Plástico 24 Unidades 1 U,0.69,"0,69 € / 1 U",Tarres,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Sensitive 83 Lv,6.19,"0,07 € / 1 Lv",A.lavandera,CONSUM
Droguería y limpieza,Cuidado ropa,"Spray Plancha Fácil 0,75 L",1.95,"2,60 € / 1 L",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Concentrado Frutos Rojos Twist 78 Lv,4.89,"0,06 € / 1 Lv",Flor,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Concentrado Melocotón Twist 78 Lv,4.89,"0,06 € / 1 Lv",Flor,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Gel Black 21 Lv,6.25,"0,30 € / 1 Lv",Micolor,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas Ropa Blanca 2 L,1.75,"0,88 € / 1 L",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas Ropa Color 2 L,1.75,"0,88 € / 1 L",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Rosa Mosqueta 75 Lv,5.59,"0,07 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Lavanda 75 Lv,5.59,"0,07 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Perfumador Pink Botella 36 Lavados 36 Lv,3.95,"0,11 € / 1 Lv",Asevi,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Ultimate 16 Lv,7.19,"0,45 € / 1 Lv",Skip,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Floral 33 Lv,12.49,"0,38 € / 1 Lv",Wipp,CONSUM
Droguería y limpieza,Cuidado ropa,"Quitamanchas Gel Oxy Blanco Puro 0,95 L",3.3,"3,47 € / 1 L",Neutrex,CONSUM
Droguería y limpieza,Cuidado ropa,"Quitamanchas Gel Oxy Color 0,95 L",3.3,"3,47 € / 1 L",Neutrex,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas en Spray 720 ml,2.0,"2,78 € / 1 L",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Gel Antical Botella 750 ml,2.35,"3,13 € / 1 L",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Blanqueador Percarbonato 700 Gr,1.65,"2,36 € / 1 Kg",Lina,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Coco Líquido 95 Lv,4.69,"0,05 € / 1 Lv",Vernel,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Azul Líquido 95 Lv,4.69,"0,05 € / 1 Lv",Vernel,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Líquido Aroma Magnolia 95 Lv,4.69,"0,05 € / 1 Lv",Vernel,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Fresh Azul Líquido 88 Lv,4.69,"0,05 € / 1 Lv",Vernel,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Maldivas Líquido 95 Lv,4.69,"0,05 € / 1 Lv",Vernel,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Selva Líquido 95 Lv,4.69,"0,05 € / 1 Lv",Vernel,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Fresh Azul Líquido 64 Lv,3.6,"0,06 € / 1 Lv",Vernel,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Concentrado Original 63 Lv,2.95,"0,05 € / 1 Lv",Flor,CONSUM
Droguería y limpieza,Cuidado ropa,Perlas Sensitive Frescor de Algodón 210 Gr,4.99,"23,76 € / 1 Kg",Lenor,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente a Mano en Polvo 650 Gr,1.15,"1,77 € / 1 Kg",Lina,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Quitamanchas 12 Lv,6.99,"0,58 € / 1 Lv",Ariel,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Polvo Original 30 Lv,10.99,"0,37 € / 1 Lv",Ariel,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Oxi 24 Lv,11.89,"0,50 € / 1 Lv",Ariel,CONSUM
Droguería y limpieza,Cuidado ropa,Perfumador Ropa Líquido Rosa 36 Lv,4.99,"0,14 € / 1 Lv",Flor,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Power 20 Lv,7.99,"0,40 € / 1 Lv",Wipp,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente en Polvo 43 Lv,11.99,"0,28 € / 1 Lv",Dixan,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Lavadora en Pastillas 6 Lv,1.15,"0,19 € / 1 Lv",Lina,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Líquido Azul 50 Lv,6.49,"0,13 € / 1 Lv",Flor,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Adiós al Separar 30 Lv,6.9,"0,23 € / 1 Lv",Micolor,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido 30 Lv,8.45,"0,28 € / 1 Lv",Micolor,CONSUM
Droguería y limpieza,Cuidado ropa,Perfumador Ropa Líquido Azul 36 Lv,4.99,"0,14 € / 1 Lv",Flor,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Complet 35 Lv,8.95,"0,26 € / 1 Lv",Norit,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Limpio & Liso 35 Lv,11.59,"0,33 € / 1 Lv",Wipp,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente En Polvo 12 Lv,4.15,"0,35 € / 1 Lv",Dixan,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido 72 Lv,14.29,"0,20 € / 1 Lv",Dixan,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Adiós Al Separar 40 Lv,8.59,"0,21 € / 1 Lv",Dixan,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Trio Caps 24 Lv,7.99,"0,33 € / 1 Lv",Dixan,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Power Antiolores 33 Lv,12.49,"0,38 € / 1 Lv",Wipp,CONSUM
Droguería y limpieza,Cuidado ropa,Jabón en Pasta 400 Gr,3.49,"8,73 € / 1 Kg",Lagarto,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Marsella 45 Lv,9.99,"0,22 € / 1 Lv",Omino bianco,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Liquido Ultimate Mimosin 33 Lv,10.95,"0,33 € / 1 Lv",Skip,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Active 24 Lv,4.99,"0,21 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Essence 24 Lv,4.99,"0,21 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Limpieza Profun.35mas18 53 Lv,9.99,"0,19 € / 1 Lv",Skip,CONSUM
Droguería y limpieza,Cuidado ropa,Escamas de Jabón Natural 400 Gr,2.9,"7,25 € / 1 Kg",Lagarto,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Básico 32 Lv,7.75,"0,24 € / 1 Lv",Ariel,CONSUM
Droguería y limpieza,Cuidado ropa,Eliminador de Olores Ropa y Textil 500 ml,1.7,"0,34 € / 100 ml",Mpl,CONSUM
Droguería y limpieza,Cuidado ropa,Perfumador Líquido Ropa Jazmín Sándalo y Vainilla 36 Lv,3.15,"0,09 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Líquido Original 29 Lv,10.49,"0,36 € / 1 Lv",Ariel,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Color 24 Lv,5.19,"0,22 € / 1 Lv",Consum,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Origins Rosas Silvestres 50 Lv,3.25,"0,07 € / 1 Lv",Mimosin,CONSUM
Droguería y limpieza,Cuidado ropa,Suavizante Origins Bergamota Salvaje 50 Lv,3.25,"0,07 € / 1 Lv",Mimosin,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas Recambio 780 ml,4.35,"5,58 € / 1 L",Kh-7,CONSUM
Droguería y limpieza,Cuidado ropa,Quitamanchas Spray 780 ml,4.85,"6,22 € / 1 L",Kh-7,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente Cápsulas Original 25 Lv,12.99,"0,52 € / 1 Lv",Ariel,CONSUM
Droguería y limpieza,Cuidado ropa,Detergente en Polvo 30 Lv,10.85,"0,36 € / 1 Lv",Wipp,CONSUM
Droguería y limpieza,Cuidado ropa,Antical Lavadoras 18 U,1.69,"0,09 € / 1 U",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Poder Activo Natura 1 U,1.85,"1,49 € / 1 U",Bref,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía Lavadora Protección 2 L,2.55,"1,28 € / 1 L",Ace,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Paellas y Calderos 0,5 L",1.99,"3,98 € / 1 L",Asevi,CONSUM
Droguería y limpieza,Limpieza hogar,Antical Eco Frosch 1L Limpiahogar 1 L,2.89,"2,89 € / 1 L",Frosch,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Multiusos Oxi Activo 1,25 L",3.99,"3,63 € / 1 L",Estrella,CONSUM
Droguería y limpieza,Limpieza hogar,Limpia Tuberias Líquido 1 L,6.99,"6,99 € / 1 L",Wc net,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Desinfectante Para Baños 750 ml,3.25,"4,33 € / 1 L",Sanytol,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Dúo Poder Activo Limón 2 U,3.25,"1,33 € / 1 U",Bref,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Dúo Poder Activo Natura 2 U,3.0,"1,25 € / 1 U",Bref,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Vitrocerámica Crema Naranja 500 ml,4.29,"8,58 € / 1 L",Frosch,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Armonía 1 U,2.15,"1,79 € / 1 U",Bref,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Cocina Quitagrasas Pistola 750 ml,2.85,"3,80 € / 1 L",Asevi,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía Multiusos Floral 2 L,2.69,"1,35 € / 1 L",Conejo,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía Multiusos 2 L,2.69,"1,35 € / 1 L",Conejo,CONSUM
Droguería y limpieza,Limpieza hogar,Cera Suelos 1 L,2.19,"2,19 € / 1 L",Asevi,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiahogar Antical 0,5 L",2.99,"5,98 € / 1 L",Viakal,CONSUM
Droguería y limpieza,Limpieza hogar,"Friegasuelos Pino 1,5 L",0.95,"0,63 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiahogar Bialcohol 1,3 L",3.69,"2,84 € / 1 L",Tenn,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Baño 1,3 L",3.69,"2,84 € / 1 L",Tenn,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Concentrado de Vinagre 1 L,0.9,"0,90 € / 1 L",Josmi,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Desinfectante Multiusos 750 ml,2.99,"3,99 € / 1 L",Sanytol,CONSUM
Droguería y limpieza,Limpieza hogar,Salfumant 1 L,1.0,"1,00 € / 1 L",Josmi,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Gel WC Oceanico 1 L,1.15,"1,15 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Desatascador 2EN1 1 L,1.85,"1,85 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Suelos y Superficies 1,2 L",3.19,"2,66 € / 1 L",Sanytol,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiahogar Limpieza y Cuidado 1,3 L",3.99,"3,07 € / 1 L",Don limpio,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador WC Líquido Frescor 0,75 L",3.19,"4,25 € / 1 L",Pato,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiacristales Cristalino Pistola 0,75 L",2.65,"3,53 € / 1 L",Cristasol,CONSUM
Droguería y limpieza,Limpieza hogar,"Multiusos Espuma 0,5 L",4.1,"8,20 € / 1 L",Tenn,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiahogar Aloe Vera 1,3 L",3.69,"2,84 € / 1 L",Tenn,CONSUM
Droguería y limpieza,Limpieza hogar,Desatascador Tuberias Bloqueadas 1 L,6.99,"6,99 € / 1 L",Wc net,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Gel WC Pino 1 L,1.15,"1,15 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Líquido Oceánico 3 U,1.89,"0,63 € / 1 U",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiacristales 1,25 L",2.49,"1,99 € / 1 L",Cristasol,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Multiusos PH Neutro Pistola 0,75 L",2.55,"3,40 € / 1 L",Las 3 brujas,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpia Metales 0,08 Kg",3.8,"47,50 € / 1 Kg",Aladdin,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiamuebles Aloe Vera Pistola 0,5 L",5.35,"10,70 € / 1 L",Pronto,CONSUM
Droguería y limpieza,Limpieza hogar,Limpia Tuberías Biológico 1 L,3.8,"3,80 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Toallitas Multiusos 30 U,2.25,"0,08 € / 1 U",Sanytol,CONSUM
Droguería y limpieza,Limpieza hogar,Salfumant 5 L,3.5,"0,70 € / 1 L",Josmi,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador WC Líquido Oceano 0,75 L",3.19,"4,25 € / 1 L",Pato,CONSUM
Droguería y limpieza,Limpieza hogar,Friegasuelos Floral 1 L,1.7,"1,70 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiacristales 750 ml,2.59,"3,45 € / 1 L",Luminia,CONSUM
Droguería y limpieza,Limpieza hogar,Desatascador Baño Líquido 1 L,7.99,"7,99 € / 1 L",Forza,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Multiusos 0,75 L",3.65,"4,87 € / 1 L",Glassex,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiamuebles Jabonoso Madera 0,75 L",5.35,"7,13 € / 1 L",Pronto,CONSUM
Droguería y limpieza,Limpieza hogar,"Friegasuelos Limón 1,5 L",0.95,"0,63 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Brillante Maderas 1,25 L",4.19,"3,35 € / 1 L",Tenn,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiahogar Oxígeno Activo 1 L,1.35,"1,35 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Líquido Pino 3 U,1.89,"0,63 € / 1 U",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Friegasuelos Frutal 1 L,1.7,"1,70 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Cera Suelos Incolora 750 ml,3.99,"5,32 € / 1 L",Alex,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Desincrustante 800 ml,3.65,"4,56 € / 1 L",Wc net,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador de Alfombras y Tapicerías 300 ml,6.99,"23,30 € / 1 L",Omino bianco,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpia Metales 0,15 L",5.99,"39,93 € / 1 L",Sidol,CONSUM
Droguería y limpieza,Limpieza hogar,Recambio WC Discos Act Lima Fresca Pack 2 uds 2 U,5.59,"2,80 € / 1 U",Pato,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Microondas y Frigoríficos 0,5 L",1.99,"3,98 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Fosa Séptica en Cápsulas 20 U,12.75,"0,64 € / 1 U",Wc net,CONSUM
Droguería y limpieza,Limpieza hogar,Recambio WC Discos Act Marino Pack 2 Unidades 2 U,5.59,"2,80 € / 1 U",Pato,CONSUM
Droguería y limpieza,Limpieza hogar,"Reparador Muebles 0,1 L",5.99,"59,90 € / 1 L",Pronto,CONSUM
Droguería y limpieza,Limpieza hogar,"Descalcificador 0,5 L",1.89,"3,78 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Manchas de Humedad 0,75 L",5.35,"7,13 € / 1 L",Cillit bang,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Crema Multiusos 750 ml,2.99,"3,99 € / 1 L",Cif,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Vitrocerámica 0,5 L",2.0,"4,00 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Limpia Metales 500 ml,3.59,"7,18 € / 1 L",Luminia,CONSUM
Droguería y limpieza,Limpieza hogar,"Friegasuelos Eco 1,5 L",1.65,"1,10 € / 1 L",Consum eco,CONSUM
Droguería y limpieza,Limpieza hogar,"Amoniaco Perfumado 1,5 L",0.65,"0,43 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,"Amoniaco 1,5 L",0.65,"0,43 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Agua Destilada Con Tapón de Seguridad 5 L,2.0,"0,40 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Agua Destilada Con Tapón de Seguridad 2 L,0.9,"0,45 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,"Limpiador Gel Desinfectante 1,25 L",2.99,"2,39 € / 1 L",Domestos,CONSUM
Droguería y limpieza,Limpieza hogar,Bicarbonato 1 Kg 1 Kg,1.5,"1,50 € / 1 Kg",El vesubio,CONSUM
Droguería y limpieza,Limpieza hogar,Pastillas Activas Cloro más Detergente 40 1 U,1.39,"0,03 € / 1 U",Kidel,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Oceánico 2 U,1.3,"0,65 € / 1 U",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Pino 2 U,1.3,"0,65 € / 1 U",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador WC Lejía Gel Mountain Fresh 750+50 800 ml,2.99,"3,74 € / 1 L",Wc net,CONSUM
Droguería y limpieza,Limpieza hogar,"Friegasuelos Flores Blancas 1,2 L",0.75,"0,63 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Desatascador Turbo Gel Tuberías 500+500 reg 1 L,7.99,"7,99 € / 1 L",Wc net,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiador Desinfectante 1 L,3.15,"3,15 € / 1 L",Las 3 brujas,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía con Detergente 2 L,1.15,"0,58 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía Lavadora Densa 2 L,1.25,"0,63 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía Multiusos 2 L,0.8,"0,40 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía Lavadora Densa 5 L,2.69,"0,54 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía Multiusos 5 L,1.6,"0,32 € / 1 L",Consum,CONSUM
Droguería y limpieza,Limpieza hogar,Colgador WC Dúo Blue Activ Floral 2 U,3.79,"1,90 € / 1 U",Bref,CONSUM
Droguería y limpieza,Limpieza hogar,Sal de Frutas 250 Gr,2.0,"8,00 € / 1 Kg",El vesubio,CONSUM
Droguería y limpieza,Limpieza hogar,Lejía Multiusos Pistola Hogar y Ropa Blanca 750 ml,2.05,"2,73 € / 1 L",Sanicentro,CONSUM
Droguería y limpieza,Limpieza hogar,Limpiapantallas 250 ml,3.4,"13,60 € / 1 L",Luminia,CONSUM
