categoria,subcategoria,descripcion,unidades,code,compare,price_eu,price_disc_eu,marca,format,quantity
Cuidado facial y corporal,Afeitado y cuidado para hombre,Maquinillas de afeitar desechables Gillette Blue Plus 2 hojas,Paquete 20 ud,73045.0," 0,40 €/ud",8.0,,Gillette,Paquete 20 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Maquinilla de afeitar recargable Deliplus Precision System 3 hojas,Caja 1 ud,22083.0," 2,90 €/ud",2.9,,Deliplus,Caja 1 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Maquinilla de afeitar recargable Deliplus Precision System 5 hojas,Caja 1 ud,73448.0," 3,90 €/ud",3.9,,Deliplus,Caja 1 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Maquinillas de afeitar desechables Deliplus Active 2 hojas,Paquete 10 ud,35342.0," 0,195 €/ud",1.95,,Deliplus,Paquete 10 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Maquinilla de afeitar recargable Deliplus Precision System 6 hojas,Caja 1 ud,13804.0," 5,15 €/ud",5.15,,Deliplus,Caja 1 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Maquinilla de afeitar recargable Gillette Fusion Sport 5 hojas,Caja 1 ud,52645.0," 8,75 €/ud",8.75,,Gillette,Caja 1 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Maquinilla de afeitar recargable Gillette Mach Sport 3 hojas,Caja 1 ud,52647.0," 7,95 €/ud",7.95,,Gillette,Caja 1 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Maquinilla de afeitar recargable Gillette Labs 5 hojas,Caja 1 ud,52643.0," 15,00 €/ud",15.0,,Gillette,Caja 1 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Recambios maquinilla de afeitar Deliplus Precision System 5 hojas,Caja 4 ud,73449.0," 1,10 €/ud",4.8,4.4,Deliplus,Caja 4 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Recambios maquinilla de afeitar Deliplus Precision System 6 hojas,Caja 4 ud,13805.0," 1,325 €/ud",5.7,5.3,Deliplus,Caja 4 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Recambios maquinilla de afeitar Gillette Fusion Sport 5 hojas,Caja 4 ud,52646.0," 3,488 €/ud",13.95,,Gillette,Caja 4 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Recambios maquinilla de afeitar Gillette Mach Sport 3 hojas,Caja 4 ud,52648.0," 2,238 €/ud",8.95,,Gillette,Caja 4 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,Recambios maquinilla de afeitar Gillette Labs 5 hojas,Caja 4 ud,52644.0," 4,738 €/ud",18.95,,Gillette,Caja 4 ud,
Cuidado facial y corporal,Afeitado y cuidado para hombre,"Crema cara, cuerpo y manos Nivea Men",Lata 150 ml,73984.0," 2,667 €/100 ml",4.0,,Nivea,Lata,1 x 150 ml
Cuidado facial y corporal,Afeitado y cuidado para hombre,Cuidado hidratante Hydra energetic L'Oréal men expert anti-fatiga 24h,Bote 50 ml,74817.0," 13,90 €/100 ml",6.95,,L'Oréal,Bote,1 x 50 ml
Cuidado facial y corporal,Afeitado y cuidado para hombre,Crema facial con phytoproteoglycanos FPS 12 Deliplus Men Care Regen Skin,Bote 50 ml,46865.0," 10,00 €/100 ml",5.5,5.0,Deliplus,Bote,1 x 50 ml
Cuidado facial y corporal,Afeitado y cuidado para hombre,Gel reductor de abdomen Deliplus Men Care,Bote 150 ml,46862.0," 2,467 €/100 ml",3.7,,Deliplus,Bote,1 x 150 ml
Cuidado facial y corporal,Afeitado y cuidado para hombre,Gel crema facial revitalizante e hidratante Deliplus Men Care Vital,Bote 50 ml,46857.0," 10,00 €/100 ml",5.5,5.0,Deliplus,Bote,1 x 50 ml
Cuidado facial y corporal,Afeitado y cuidado para hombre,Contorno de ojos Men Care Regen Skin Deliplus,Tubo 15 ml,46866.0," 33,334 €/100 ml",5.0,,Deliplus,Tubo,1 x 15 ml
Cuidado facial y corporal,Afeitado y cuidado para hombre,Crema facial Power Age L'Oréal men expert hidratante anti-edad,Bote 50 ml,79021.0," 17,90 €/100 ml",8.95,,L'Oréal,Bote,1 x 50 ml
Cuidado facial y corporal,Afeitado y cuidado para hombre,"Gel de ducha taurina Hydra Energetic L'Oréal Men Expert cuerpo, rostro y cabello",Bote 400 ml,35357.0," 0,90 €/100 ml",3.6,,L'Oréal,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado corporal,Crema corporal nutritiva Deliplus con aceite de oliva,Tarro 250 ml,35502.0," 0,60 €/100 g",1.5,,Deliplus,Tarro,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,Loción corporal aloe vera Deliplus,Bote 400 ml,79201.0," 0,275 €/100 ml",1.1,,Deliplus,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado corporal,Crema corporal Nivea,Lata 250 ml,76542.0," 1,60 €/100 ml",4.0,,Nivea,Lata,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,Aceite corporal aloe vera Deliplus,Bote 400 ml,79217.0," 0,413 €/100 ml",1.65,,Deliplus,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado corporal,Gel corporal aloe vera Deliplus,Bote 390 ml,46825.0," 0,962 €/100 ml",3.75,,Deliplus,Bote,1 x 390 ml
Cuidado facial y corporal,Cuidado corporal,Loción corporal 10% urea pura Deliplus,Bote 400 ml,79529.0," 0,488 €/100 ml",1.95,,Deliplus,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado corporal,Crema corporal nutritiva Deliplus con aceite de argán,Tarro 250 ml,46766.0," 0,60 €/100 ml",1.8,1.5,Deliplus,Tarro,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,"Loción corporal con omegas 3, 6 y 9 Deliplus",Bote 400 ml,79218.0," 0,55 €/100 ml",2.2,,Deliplus,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado corporal,Loción corporal reafirmante Q10 Nivea y vitamina C,Bote 400 ml,76596.0," 1,438 €/100 ml",5.75,,Nivea,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado corporal,Exfoliante corporal mineral Deliplus Mar Muerto,Tarro 400 g,86471.0," 1,125 €/100 g",4.5,,Deliplus,Tarro,1 x 400 g
Cuidado facial y corporal,Cuidado corporal,Aceite en crema corporal oriental Deliplus,Bote 250 ml,46844.0," 1,20 €/100 ml",3.0,,Deliplus,Bote,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,Aceite corporal de almendras Deliplus 100% natural,Bote 200 ml,46815.0," 1,70 €/100 ml",3.4,,Deliplus,Bote,1 x 200 ml
Cuidado facial y corporal,Cuidado corporal,Crema corporal anticelulítica Deliplus,Tarro 250 ml,46768.0," 0,80 €/100 ml",2.0,,Deliplus,Tarro,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,Gel corporal aloe vera puro Atlantia,Bote 200 ml,76178.0," 2,975 €/100 ml",5.95,,,Bote,1 x 200 ml
Cuidado facial y corporal,Cuidado corporal,Leche corporal nutritiva Nivea con aceite de almendras y vitamina E,Bote 500 ml,79358.0," 1,10 €/100 ml",5.5,,Nivea,Bote,1 x 500 ml
Cuidado facial y corporal,Cuidado corporal,Aceite corporal de romero Deliplus 100% natural,Bote 200 ml,46816.0," 1,60 €/100 ml",3.2,,Deliplus,Bote,1 x 200 ml
Cuidado facial y corporal,Cuidado corporal,Gel anticelulítico efecto frío Deliplus,Bote 200 ml,46808.0," 1,90 €/100 ml",3.8,,Deliplus,Bote,1 x 200 ml
Cuidado facial y corporal,Cuidado corporal,Tratamiento crema reductor intensivo noche Deliplus,Bote 200 ml,79531.0," 2,45 €/100 ml",5.5,4.9,Deliplus,Bote,1 x 200 ml
Cuidado facial y corporal,Cuidado corporal,Loción corporal efecto bronceado Deliplus,Bote 400 ml,79202.0," 0,688 €/100 ml",2.75,,Deliplus,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado corporal,Spray refrescante mentol Deliplus para pies y piernas,Bote 200 ml,46836.0," 1,975 €/100 ml",3.95,,Deliplus,Bote,1 x 200 ml
Cuidado facial y corporal,Cuidado corporal,Gel refrescante mentol Deliplus para pies y piernas,Bote 300 ml,46835.0," 0,834 €/100 ml",2.5,,Deliplus,Bote,1 x 300 ml
Cuidado facial y corporal,Cuidado corporal,Loción corporal de almendras Deliplus,Bote 400 ml,46814.0," 0,488 €/100 ml",1.95,,Deliplus,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado corporal,Manteca corporal con aroma de coco Deliplus,Tarro 250 ml,46850.0," 1,40 €/100 ml",3.5,,Deliplus,Tarro,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,Aceite corporal rosa mosqueta Deliplus,Bote 30 ml,46831.0," 16,00 €/100 ml",4.99,4.8,Deliplus,Bote,1 x 30 ml
Cuidado facial y corporal,Cuidado corporal,Exfoliante corporal con partículas de coco Deliplus,Tarro 250 ml,46853.0," 1,60 €/100 ml",4.0,,Deliplus,Tarro,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,Tratamiento corporal intensivo Meso-Anticelulítico concentrado Deliplus,Caja 15 ampollas 75 ml,70370.0," 11,334 €/100 ml",8.5,,Deliplus,Caja 15 ampollas ,1 x 75 ml
Cuidado facial y corporal,Cuidado corporal,Crema corporal hidratante Deliplus vainilla,Tarro 250 ml,60719.0," 0,72 €/100 ml",1.8,,Deliplus,Tarro,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,Crema corporal hidratante Esferas VIT-E Deliplus con ácido hialurónico,Tarro 250 ml,60842.0," 1,00 €/100 ml",2.75,2.5,Deliplus,Tarro,1 x 250 ml
Cuidado facial y corporal,Cuidado corporal,Lote corporal mujer Dove,1 ud,52659.0," 10,55 €/ud",10.55,,,1 ud,
Cuidado facial y corporal,Cuidado corporal,Aceite corporal tacto seco Deliplus con aceite de argán,Bote 200 ml,35852.0," 1,60 €/100 ml",3.2,,Deliplus,Bote,1 x 200 ml
Cuidado facial y corporal,Cuidado corporal,Crema de manos flor de Japón Deliplus,Tubo 30 ml,46812.0," 3,334 €/100 ml",1.0,,Deliplus,Tubo,1 x 30 ml
Cuidado facial y corporal,Cuidado corporal,Crema de manos hidratante con aloe vera Deliplus,Bote 75 ml,35101.0," 1,334 €/100 ml",1.0,,Deliplus,Bote,1 x 75 ml
Cuidado facial y corporal,Cuidado corporal,Crema de manos reparadora Deliplus,Bote 75 ml,35100.0," 1,734 €/100 ml",1.3,,Deliplus,Bote,1 x 75 ml
Cuidado facial y corporal,Cuidado corporal,"Crema de manos, cara y cuerpo Nivea Soft hidratante intensiva",Bote 75 ml,74102.0," 2,60 €/100 ml",1.95,,Nivea,Bote,1 x 75 ml
Cuidado facial y corporal,Cuidado corporal,Crema de manos anti-manchas Deliplus FPS 20,Bote 75 ml,35121.0," 1,734 €/100 ml",1.85,1.3,Deliplus,Bote,1 x 75 ml
Cuidado facial y corporal,Cuidado corporal,Crema de manos nutritiva Dove intensiva,Bote 75 ml,46615.0," 2,667 €/100 ml",2.0,,,Bote,1 x 75 ml
Cuidado facial y corporal,Cuidado corporal,Mascarilla de manos nutritiva Sence,Paquete 1 ud,35339.0," 2,50 €/ud",2.5,,,Paquete 1 ud,
Cuidado facial y corporal,Cuidado corporal,Crema de manos Karitesse Deliplus,Bote 290 ml,35354.0," 0,932 €/100 ml",2.7,,Deliplus,Bote,1 x 290 ml
Cuidado facial y corporal,Cuidado corporal,Crema de manos nutritiva Deliplus,Bote 75 ml,35799.0," 1,734 €/100 ml",1.3,,Deliplus,Bote,1 x 75 ml
Cuidado facial y corporal,Cuidado corporal,Crema para pies 10% urea pura Deliplus,Bote 125 ml,46771.0," 0,96 €/100 ml",1.5,1.2,Deliplus,Bote,1 x 125 ml
Cuidado facial y corporal,Cuidado corporal,Crema hidratante para pies Deliplus anti-sequedad,Bote 125 ml,46833.0," 1,20 €/100 ml",1.5,,Deliplus,Bote,1 x 125 ml
Cuidado facial y corporal,Cuidado corporal,Crema exfoliante para pies Deliplus anti-durezas,Bote 125 ml,46834.0," 1,52 €/100 ml",1.9,,Deliplus,Bote,1 x 125 ml
Cuidado facial y corporal,Cuidado corporal,Tratamiento para pies Deliplus durezas y callos,Bote 50 ml,40436.0," 4,00 €/100 ml",2.0,,Deliplus,Bote,1 x 50 ml
Cuidado facial y corporal,Cuidado corporal,Stick para pies anti-rozaduras Deliplus,Caja 4 ml,46842.0," 62,50 €/100 g",2.5,,Deliplus,Caja,1 x 4 ml
Cuidado facial y corporal,Cuidado corporal,Papel higiénico húmedo WC Bosque Verde,Paquete 100 ud,47291.0," 0,016 €/ud",1.55,,Bosque Verde,Paquete 100 ud,
Cuidado facial y corporal,Cuidado corporal,Papel higiénico húmedo WC Bosque Verde,Paquete 15 ud,47293.0," 0,054 €/ud",0.8,,Bosque Verde,Paquete 15 ud,
Cuidado facial y corporal,Cuidado corporal,Toallitas desmaquillantes cara y ojos Deliplus piel normal-mixta,Paquete 25 ud,79069.0," 0,046 €/ud",1.15,,Deliplus,Paquete 25 ud,
Cuidado facial y corporal,Cuidado corporal,Toallitas desmaquillantes cara y ojos Deliplus piel seca y sensible,Paquete 25 ud,76487.0," 0,046 €/ud",1.15,,Deliplus,Paquete 25 ud,
Cuidado facial y corporal,Cuidado corporal,Toallitas Refrescantes Deliplus,Paquete 25 ud,76457.0," 0,044 €/ud",1.1,,Deliplus,Paquete 25 ud,
Cuidado facial y corporal,Cuidado corporal,Toallitas Refrescantes Deliplus,Paquete 20 ud,76470.0," 0,035 €/ud",0.7,,Deliplus,Paquete 20 ud,
Cuidado facial y corporal,Cuidado corporal,Toallitas Dermo Higiene Corporal Deliplus tamaño gigantes,Paquete 60 ud,47828.0," 0,066 €/ud",3.95,,Deliplus,Paquete 60 ud,
Cuidado facial y corporal,Cuidado corporal,Toallitas Refrescantes Deliplus monodosis,Caja 20 sobres,76472.0," 0,075 €/ud",1.5,,Deliplus,Caja 20 sobres,
Cuidado facial y corporal,Cuidado corporal,Toallitas de manos hidroalcohólicas Deliplus 75% Alcohol,Paquete 15 ud,79712.0," 0,06 €/ud",0.9,,Deliplus,Paquete 15 ud,
Cuidado facial y corporal,Cuidado corporal,Toallitas desmaquillantes Micelar & Oil Deliplus para todo tipo de pieles,Paquete 25 ud,79525.0," 0,064 €/ud",1.6,,Deliplus,Paquete 25 ud,
Cuidado facial y corporal,Cuidado corporal,Toallitas autobronceadoras Deliplus monodosis,Caja 6 ud,46986.0," 0,667 €/ud",4.0,,Deliplus,Caja 6 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Discos desmaquillantes Deliplus redondos algodón 100%,Paquete 150 ud,79407.0," 0,008 €/ud",1.15,1.1,Deliplus,Paquete 150 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Toallitas desmaquillantes cara y ojos Deliplus piel normal-mixta,Paquete 25 ud,79069.0," 0,046 €/ud",1.15,,Deliplus,Paquete 25 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Toallitas desmaquillantes cara y ojos Deliplus piel seca y sensible,Paquete 25 ud,76487.0," 0,046 €/ud",1.15,,Deliplus,Paquete 25 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Discos desmaquillantes Deliplus ovalados algodón 100%,Paquete 100 ud,79408.0," 0,016 €/ud",1.65,1.6,Deliplus,Paquete 100 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Agua Micelar cara y ojos Facial Clean Deliplus,Bote 400 ml,46954.0," 0,75 €/100 ml",3.2,3.0,Deliplus,Bote,1 x 400 ml
Cuidado facial y corporal,Cuidado e higiene facial,Mascarilla facial peeling de alga negra Montagne Jeunesse,2 ud x 8 ml,45913.0," 10,938 €/100 ml",1.75,,,ud,2 x 8 ml
Cuidado facial y corporal,Cuidado e higiene facial,Desmaquillador de ojos y labios bifásico Waterproof Facial Clean Deliplus,Bote 150 ml,46949.0," 1,334 €/100 ml",2.0,,Deliplus,Bote,1 x 150 ml
Cuidado facial y corporal,Cuidado e higiene facial,Leche facial limpiadora Facial Clean Deliplus,Bote 250 ml,46877.0," 0,60 €/100 ml",1.5,,Deliplus,Bote,1 x 250 ml
Cuidado facial y corporal,Cuidado e higiene facial,Esponja facial desmaquillante Deliplus vegetal,Paquete 2 ud,70195.0," 0,50 €/ud",1.15,1.0,Deliplus,Paquete 2 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Gel facial limpiador Facial Clean Deliplus,Bote 250 ml,46892.0," 1,00 €/100 ml",2.5,,Deliplus,Bote,1 x 250 ml
Cuidado facial y corporal,Cuidado e higiene facial,Tiras faciales limpia poros Doctor San,Caja 6 ud,76594.0," 0,634 €/ud",4.3,3.8,,Caja 6 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Mousse facial limpiadora purificante Deliplus Oil Free,Bote 200 ml,46893.0," 2,00 €/100 ml",4.0,,Deliplus,Bote,1 x 200 ml
Cuidado facial y corporal,Cuidado e higiene facial,Agua facial de avena Deliplus,Spray 300 ml,76465.0," 0,967 €/100 ml",2.98,2.9,Deliplus,Spray,1 x 300 ml
Cuidado facial y corporal,Cuidado e higiene facial,Aceite facial limpiador espumoso Deliplus Facial Clean,Bote 175 ml,46875.0," 2,143 €/100 ml",4.0,3.75,Deliplus,Bote,1 x 175 ml
Cuidado facial y corporal,Cuidado e higiene facial,Toallitas desmaquillantes Micelar & Oil Deliplus para todo tipo de pieles,Paquete 25 ud,79525.0," 0,064 €/ud",1.6,,Deliplus,Paquete 25 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Gel facial limpiador Sensitive Deliplus Facial Clean,Bote 100 ml,50336.0," 4,00 €/100 ml",4.0,,Deliplus,Bote,1 x 100 ml
Cuidado facial y corporal,Cuidado e higiene facial,Tónico facial árbol de té y prebióticos Deliplus Facial Clean,Bote 255 ml,35935.0," 1,373 €/100 ml",3.5,,Deliplus,Bote,1 x 255 ml
Cuidado facial y corporal,Cuidado e higiene facial,Mascarilla facial Hidra Boom Mask Deliplus con Camelias de Jeju y ácido hialurónico,Paquete 1 ud,35655.0," 1,75 €/ud",1.75,,Deliplus,Paquete 1 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Tónico facial vitamina C y niacinamida Deliplus Facial Clean iluminador y antioxidante,Bote 255 ml,35934.0," 1,373 €/100 ml",3.5,,Deliplus,Bote,1 x 255 ml
Cuidado facial y corporal,Cuidado e higiene facial,Discos impregnados ácido salicílico Deliplus Oil Free purificantes y seborreguladores,Caja 50 ud,52531.0," 0,09 €/ud",4.5,,Deliplus,Caja 50 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial Revitaliza y Reestructura Sisbela Reafirm Deliplus con ácido ribonucleico RNA,Tarro 50 ml,50170.0," 10,00 €/100 ml",5.0,,Deliplus,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial Textura Ligera Prevent Age Skin Deliplus,Tarro 50 ml,50247.0," 14,00 €/100 ml",7.0,,Deliplus,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Recambio crema facial Texura Ligera Prevent Age Skin Deliplus,50 ml,41112.0," 8,00 €/100 ml",4.0,,Deliplus,,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Hidratante facial BB cream Deliplus 01 claro FPS 20,Bote 50 ml,50757.0," 9,00 €/100 ml",4.5,,Deliplus,Bote,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Hidratante facial BB cream Deliplus 02 medio FPS 20,Bote 50 ml,50764.0," 9,00 €/100 ml",4.5,,Deliplus,Bote,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial día Textura Rica Regen Skin Deliplus,Tarro 50 ml,46869.0," 14,00 €/100 ml",7.0,,Deliplus,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Recambio crema facial día Textura Rica Regen Skin Deliplus,50 ml,70152.0," 8,00 €/100 ml",4.0,,Deliplus,,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial Dragon's Blood Anti Ox Deliplus FPS 12,Tarro 50 ml,50124.0," 10,00 €/100 ml",5.0,,Deliplus,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial hidratante día Revitalift L'Oréal antiarrugas extra firmeza,Tarro 50 ml,76184.0," 19,00 €/100 ml",9.5,,L'Oréal,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial noche Textura Rica Regen Skin Deliplus,Tarro 50 ml,46870.0," 14,00 €/100 ml",7.0,,Deliplus,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Recambio crema facial noche Textura Rica Regen Skin Deliplus,50 ml,70156.0," 8,00 €/100 ml",4.0,,Deliplus,,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial fluida hidratante Deliplus Oil Free,Tubo 50 ml,50375.0," 9,60 €/100 ml",4.8,,Deliplus,Tubo,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial hidratante y fortalecedora Deliplus Sensitive con vitamina K Ox,Tarro 50 ml,50326.0," 14,00 €/100 ml",7.0,,Deliplus,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Gel facial secante de imperfecciones Deliplus Oil Free,Tubo 15 ml,46953.0," 28,334 €/100 ml",4.25,,Deliplus,Tubo,1 x 15 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial Vitamina C Viseger Pharma FPS 50+,Tarro 50 ml,50099.0," 14,00 €/100 ml",7.0,,,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial noche Deliplus aclarante anti-manchas,Bote 50 ml,42477.0," 12,00 €/100 ml",6.0,,Deliplus,Bote,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial protectora anti-manchas Deliplus FPS 50+,Bote 50 ml,46861.0," 12,00 €/100 ml",6.0,,Deliplus,Bote,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Gel facial Hidrata Deliplus ácido hialurónico,Tarro 50 ml,22503.0," 10,00 €/100 ml",5.0,,Deliplus,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema facial Hidrata Deliplus ácido hialurónico y aloe vera,Tarro 50 ml,50256.0," 10,00 €/100 ml",5.0,,Deliplus,Tarro,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Recambio crema facial Green Caviar Prevent Age Skin Deliplus,50 ml,35274.0," 8,00 €/100 ml",4.0,,Deliplus,,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Tarro vacío para recambio crema facial Deliplus,1 ud,35292.0," 4,00 €/ud",4.0,,Deliplus,1 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Gel facial Matifica Deliplus sebo-regulador,Bote 50 ml,52532.0," 12,00 €/100 ml",6.0,,Deliplus,Bote,1 x 50 ml
Cuidado facial y corporal,Cuidado e higiene facial,Contorno de ojos Antiarrugas e Iluminador Deliplus Sisbela Reafirm,Tarro 15 ml,50192.0," 30,00 €/100 ml",4.5,,Deliplus,Tarro,1 x 15 ml
Cuidado facial y corporal,Cuidado e higiene facial,Sérum reductor instantáneo de bolsas y ojeras Deliplus Sisbela Reafirm,Caja 5 ud 10 ml,50199.0," 50,00 €/100 ml",5.0,,Deliplus,Caja 5 ud ,1 x 10 ml
Cuidado facial y corporal,Cuidado e higiene facial,Crema contorno de ojos y párpados Dragon's blood Deliplus Anti Ox,Bote 15 ml,50140.0," 30,00 €/100 ml",4.5,,Deliplus,Bote,1 x 15 ml
Cuidado facial y corporal,Cuidado e higiene facial,Contorno de ojos arrugas y bolsas Deliplus Prevent Age Skin,Tubo 15 ml,46872.0," 33,334 €/100 ml",5.0,,Deliplus,Tubo,1 x 15 ml
Cuidado facial y corporal,Cuidado e higiene facial,Perlas faciales Q10 Khanya concentrado reafirmante antiarrugas,Paquete 7 ud,15895.0," 0,215 €/ud",1.5,,,Paquete 7 ud,
Cuidado facial y corporal,Cuidado e higiene facial,Ampollas faciales spray flash Tensor Effect Deliplus Sisbela Reafirm,Caja 2 ud 4 ml,46885.0," 62,50 €/100 ml",2.5,,Deliplus,Caja 2 ud ,1 x 4 ml
Cuidado facial y corporal,Cuidado e higiene facial,Ampollas faciales Ácido Hialurónico Hidrata Deliplus concentrado,Caja 7 ampollas 14 ml,50321.0," 25,00 €/100 ml",3.5,,Deliplus,Caja 7 ampollas ,1 x 14 ml
Cuidado facial y corporal,Cuidado e higiene facial,Sérum facial potenciador 12% silicio Deliplus Sisbela Reafirm,Frasco 30 ml,50198.0," 20,00 €/100 ml",6.0,,Deliplus,Frasco,1 x 30 ml
Cuidado facial y corporal,Cuidado e higiene facial,Aceite facial Licopeno Deliplus Anti Ox,Frasco 30 ml,50125.0," 20,00 €/100 ml",6.0,,Deliplus,Frasco,1 x 30 ml
Cuidado facial y corporal,Cuidado e higiene facial,Sérum facial Retinol Deliplus Regen Skin,Frasco 30 ml,46873.0," 20,00 €/100 ml",6.0,,Deliplus,Frasco,1 x 30 ml
Cuidado facial y corporal,Cuidado e higiene facial,Sérum facial Despigmentante Deliplus Anti-manchas,Frasco 30 ml,46948.0," 20,00 €/100 ml",6.0,,Deliplus,Frasco,1 x 30 ml
Cuidado facial y corporal,Cuidado e higiene facial,Sérum facial Sebo-regulador Deliplus Equilibrio,30 ml,50366.0," 20,00 €/100 ml",6.0,,Deliplus,,1 x 30 ml
Cuidado facial y corporal,Cuidado e higiene facial,Ampollas faciales colágeno Regen Skin Deliplus con células madre vegetales,Caja 10 ampollas 20 ml,15702.0," 25,00 €/100 ml",5.0,,Deliplus,Caja 10 ampollas ,1 x 20 ml
Cuidado facial y corporal,Cuidado e higiene facial,Sérum facial Ácido Hialurónico y Ceramidas Deliplus Hidrata,Frasco 30 ml,67596.0," 20,00 €/100 ml",6.0,,Deliplus,Frasco,1 x 30 ml
Cuidado facial y corporal,Cuidado e higiene facial,Aceite de Ricino Deliplus,Bote 30 ml,52590.0," 13,167 €/100 ml",3.95,,Deliplus,Bote,1 x 30 ml
Cuidado facial y corporal,Cuidado e higiene facial,Sérum de pestañas SOS cuida y refuerza Deliplus,1 ud,60590.0," 5,00 €/ud",5.0,,Deliplus,1 ud,
Cuidado facial y corporal,Depilación,Bandas de cera facial Deliplus piel sensible,Paquete 16 bandas,74079.0," 0,075 €/ud",1.2,,Deliplus,Paquete 16 bandas,
Cuidado facial y corporal,Depilación,Bandas de cera especial piernas Deliplus piel sensible,Paquete 20 bandas,74081.0," 0,083 €/ud",1.65,,Deliplus,Paquete 20 bandas,
Cuidado facial y corporal,Depilación,Crema depilatoria hombre Deliplus piel normal,Caja 200 ml,86088.0," 1,50 €/100 ml",3.0,,Deliplus,Caja,1 x 200 ml
Cuidado facial y corporal,Depilación,Crema depilatoria mujer para el cuerpo Deliplus piel sensible,Bote 200 ml,86089.0," 1,50 €/100 ml",3.0,,Deliplus,Bote,1 x 200 ml
Fitoterapia y parafarmacia,Fitoterapia,Aceite árbol del té 100% puro Deliplus con pipeta dosificadora,Bote 10 ml,23017.0," 30,00 €/100 ml",3.0,,Deliplus,Bote,1 x 10 ml
Fitoterapia y parafarmacia,Fitoterapia,Colágeno soluble sabor limón Colagen,Bote 250 g,35588.0," 1,92 €/100 g",4.8,,,Bote,1 x 250 g
Fitoterapia y parafarmacia,Fitoterapia,Barritas con proteínas Enervit Sport sabor coco y chocolate,Caja 3 barritas 120 g,9445.0," 22,917 €/kg",3.15,2.75,,Caja 3 barritas ,1 x 120 g
