categoria,subcategoria,descripcion,unidades,code,compare,price_eu,price_disc_eu,marca,format,quantity
Aperitivos,Patatas fritas y snacks,Cortezas,Paquete 75 g,33407.0," 13,334 €/kg",1.0,,,Paquete,1 x 75 g
Aperitivos,Patatas fritas y snacks,Súper cuquis La Llanura,10 paquetes x 6 g,33409.0," 20,00 €/kg",1.2,,,paquetes,10 x 6 g
Aperitivos,Patatas fritas y snacks,Manzana deshidratada Hacendado,Paquete 20 g,22835.0," 4,50 €/100 g",0.9,,Hacendado,Paquete,1 x 20 g
Aperitivos,Patatas fritas y snacks,Aros de maíz Hacendado,Paquete 120 g,15757.0," 7,084 €/kg",0.9,0.85,Hacendado,Paquete,1 x 120 g
Aperitivos,Patatas fritas y snacks,Palomitas caramelo Hacendado,Paquete 120 g,34811.0," 10,834 €/kg",1.3,,Hacendado,Paquete,1 x 120 g
Aperitivos,Patatas fritas y snacks,Snack de maíz sabor mantequilla Snakis,Paquete 100 g,50360.0," 10,00 €/kg",1.0,,,Paquete,1 x 100 g
Aperitivos,Patatas fritas y snacks,Chicharrones Mont-Palau,Paquete 125 g,53144.0," 26,72 €/kg",3.34,,,Paquete,1 x 125 g
Aperitivos,Patatas fritas y snacks,Snack de maíz Crunchy sabor picante Munchos,Paquete 100 g,80476.0," 10,00 €/kg",1.0,,,Paquete,1 x 100 g
Aperitivos,Patatas fritas y snacks,Cocktail mezcla aperitivos fritos Hacendado,Paquete 100 g,30138.0," 11,00 €/kg",1.1,,Hacendado,Paquete,1 x 100 g
Aperitivos,Patatas fritas y snacks,Snack de maíz Redes sabor barbacoa Hacendado,Paquete 100 g,60323.0," 9,50 €/kg",0.95,,Hacendado,Paquete,1 x 100 g
Aperitivos,Patatas fritas y snacks,Sticks vegetales Hacendado,Paquete 100 g,52686.0," 12,00 €/kg",1.2,,Hacendado,Paquete,1 x 100 g
"Arroz, legumbres y pasta",Arroz,Arroz redondo Hacendado,Paquete 1 kg,5044.0," 1,27 €/kg",1.27,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Arroz largo Hacendado,Paquete 1 kg,5063.0," 1,30 €/kg",1.3,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Arroz cocido basmati Sabroz,2 vasitos x 125 g,22280.0," 4,80 €/kg",1.2,,,vasitos,2 x 125 g
"Arroz, legumbres y pasta",Arroz,Arroz cocido integral Sabroz,2 vasitos x 125 g,22281.0," 4,60 €/kg",1.15,,,vasitos,2 x 125 g
"Arroz, legumbres y pasta",Arroz,Arroz bomba Hacendado,Paquete 1 kg,5025.0," 4,90 €/kg",4.9,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Quinoa cocida blanca y roja Sabroz,2 vasitos x 125 g,22278.0," 6,00 €/kg",1.5,,,vasitos,2 x 125 g
"Arroz, legumbres y pasta",Arroz,Arroz cocido redondo Sabroz,2 vasitos x 125 g,22279.0," 4,60 €/kg",1.15,,,vasitos,2 x 125 g
"Arroz, legumbres y pasta",Arroz,Arroz redondo J Sendra Hacendado,Paquete 1 kg,5042.0," 1,54 €/kg",1.54,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Arroz basmati aromático Hacendado,Paquete 1 kg,5002.0," 2,44 €/kg",2.54,2.44,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Arroz integral redondo Hacendado,Paquete 1 kg,5014.0," 1,70 €/kg",1.7,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Cous cous mediano Bia,Caja 1 kg,9395.0," 1,85 €/kg",1.9,1.85,,Caja,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Arroz vaporizado Hacendado,Paquete 1 kg,5020.0," 1,54 €/kg",1.54,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Quinoa Hacendado,Paquete 500 g,9430.0," 5,30 €/kg",2.65,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Arroz,Noodles de arroz Acecook,Paquete 200 g,8713.0," 7,50 €/kg",1.5,,,Paquete,1 x 200 g
"Arroz, legumbres y pasta",Arroz,Arroz redondo Sabroz,Paquete 1 kg,5005.0," 2,68 €/kg",2.68,,,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Arroz,Arroz Nomen,Paquete 1 kg,5050.0," 1,82 €/kg",1.82,,,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Garbanzo cocido Hacendado,Tarro 570 g 400 g escurrido,26029.0," 1,775 €/kg",0.71,,Hacendado,Tarro,1 x 400 g
"Arroz, legumbres y pasta",Legumbres,Garbanzo cocido Hacendado,Tarro 295 g 210 g escurrido,26039.0," 3,096 €/kg",0.65,,Hacendado,Tarro,1 x 210 g
"Arroz, legumbres y pasta",Legumbres,Garbanzo cocido pedrosillano Hacendado,Tarro 570 g 400 g escurrido,26033.0," 2,65 €/kg",1.06,,Hacendado,Tarro,1 x 400 g
"Arroz, legumbres y pasta",Legumbres,Garbanzo Hacendado,Paquete 1 kg,5214.0," 2,15 €/kg",2.2,2.15,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Garbanzo pedrosillano Hacendado,Paquete 1 kg,5219.0," 1,95 €/kg",1.95,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Garbanzo lechoso andaluz Hacendado,Paquete 1 kg,5220.0," 2,65 €/kg",2.75,2.65,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Alubia cocida blanca Hacendado,Tarro 570 g 400 g escurrido,26019.0," 1,725 €/kg",0.69,,Hacendado,Tarro,1 x 400 g
"Arroz, legumbres y pasta",Legumbres,Alubia cocida blanca Hacendado,Tarro 295 g 210 g escurrido,26028.0," 3,096 €/kg",0.65,,Hacendado,Tarro,1 x 210 g
"Arroz, legumbres y pasta",Legumbres,Alubia cocida roja Hacendado,Tarro 570 g 400 g escurrido,26000.0," 2,625 €/kg",1.05,,Hacendado,Tarro,1 x 400 g
"Arroz, legumbres y pasta",Legumbres,Alubia cocida pinta Hacendado,Tarro 570 g 400 g escurrido,26001.0," 2,75 €/kg",1.1,,Hacendado,Tarro,1 x 400 g
"Arroz, legumbres y pasta",Legumbres,Alubia blanca Hacendado,Paquete 1 kg,5124.0," 1,85 €/kg",1.85,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Alubia cocida Ganxet Hacendado,Tarro 295 g 210 g escurrido,26023.0," 10,477 €/kg",2.2,,Hacendado,Tarro,1 x 210 g
"Arroz, legumbres y pasta",Legumbres,Alubia negra Hacendado,Paquete 1 kg,67608.0," 2,40 €/kg",2.4,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Alubia roja Hacendado,Paquete 1 kg,67609.0," 2,55 €/kg",2.55,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Alubia cocida granja Hacendado,Tarro 570 g 350 g escurrido,26002.0," 3,75 €/kg",1.5,,Hacendado,Tarro,1 x 350 g
"Arroz, legumbres y pasta",Legumbres,Alubia pinta Hacendado,Paquete 1 kg,23453.0," 2,26 €/kg",2.26,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Lenteja pardina Hacendado,Paquete 1 kg,5330.0," 2,10 €/kg",2.1,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Legumbres,Lenteja cocida Hacendado,Tarro 570 g 400 g escurrido,26030.0," 2,00 €/kg",0.87,0.8,Hacendado,Tarro,1 x 400 g
"Arroz, legumbres y pasta",Legumbres,Lenteja cocida Hacendado,Tarro 295 g 210 g escurrido,26011.0," 3,334 €/kg",0.75,0.7,Hacendado,Tarro,1 x 210 g
"Arroz, legumbres y pasta",Legumbres,Soja texturizada grano fino Hacendado,Paquete 250 g,7329.0," 9,00 €/kg",2.25,,Hacendado,Paquete,1 x 250 g
"Arroz, legumbres y pasta",Legumbres,Lenteja Hacendado,Paquete 1 kg,5325.0," 1,88 €/kg",1.88,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Pasta y fideos,Fideo cabello de ángel Hacendado,Paquete 500 g,13577.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideuá Hacendado,Paquete 500 g,6253.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideo grueso Hacendado,Paquete 500 g,6261.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta maravilla Hacendado,Paquete 500 g,6258.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta piñones Hacendado,Paquete 500 g,6282.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideo mediano Hacendado,Paquete 500 g,6256.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideo al huevo Hacendado,Paquete 500 g,6341.0," 2,70 €/kg",1.35,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta infantil con vegetales Hacendado,Paquete 500 g,6333.0," 2,40 €/kg",1.3,1.2,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Sémola de trigo Hacendado,Paquete 500 g,80291.0," 3,20 €/kg",1.6,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Tapioca Tipiak,Caja 225 g,9490.0," 8,445 €/kg",1.9,,,Caja,1 x 225 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta estrellas sin gluten Felicia,Paquete 500 g,35618.0," 3,90 €/kg",2.0,1.95,,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pajaritas vegetales Hacendado,Paquete 500 g,6305.0," 2,20 €/kg",1.1,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta penne integral Hacendado,Paquete 500 g,35777.0," 2,40 €/kg",1.2,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta tortiglioni Armando,Paquete 500 g,6358.0," 2,48 €/kg",1.24,,,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Hélices con vegetales Hacendado,Paquete 1 kg,6344.0," 1,60 €/kg",1.6,,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Pasta y fideos,Macarrón fino Hacendado,Paquete 500 g,6260.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Macarrón al huevo Hacendado,Paquete 500 g,6300.0," 2,70 €/kg",1.35,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Macarrón Hacendado,Paquete 1 kg,6250.0," 1,30 €/kg",1.35,1.3,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Pasta y fideos,Macarrón rayado Hacendado,Paquete 500 g,6278.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta penne Armando,Paquete 500 g,6361.0," 2,48 €/kg",1.24,,,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta Fusilli 100% lentejas rojas Felicia,Paquete 250 g,6106.0," 6,32 €/kg",1.58,,,Paquete,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta trottole vegetales Hacendado,Paquete 500 g,6371.0," 2,40 €/kg",1.3,1.2,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fusilli Armando,Paquete 500 g,6357.0," 2,48 €/kg",1.24,,,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta tiburón Hacendado,Paquete 500 g,6244.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Hélices Hacendado,Paquete 500 g,6238.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Macarrón Hacendado,Paquete 500 g,6326.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fusilli sin gluten Felicia,Paquete 500 g,35643.0," 3,90 €/kg",2.0,1.95,,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta mariscos Hacendado,Paquete 500 g,6276.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta Corallini integral Hacendado,Paquete 500 g,35779.0," 2,40 €/kg",1.2,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Tallarines Hacendado,Paquete 500 g,6246.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti integral Hacendado,Paquete 500 g,35778.0," 2,40 €/kg",1.2,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti fino Hacendado,Paquete 500 g,6277.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Nidos al huevo Hacendado,Paquete 500 g,6321.0," 2,70 €/kg",1.35,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti al huevo Hacendado,Paquete 500 g,6302.0," 2,70 €/kg",1.35,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti Hacendado,Paquete 1 kg,6245.0," 1,30 €/kg",1.35,1.3,Hacendado,Paquete,1 x 1 kg
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti Hacendado,Paquete 500 g,6331.0," 1,64 €/kg",0.82,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Spaghetti sin gluten Felicia,Paquete 500 g,35670.0," 3,90 €/kg",2.0,1.95,,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca tagliatelle al huevo Hacendado,Paquete 250 g,6153.0," 4,60 €/kg",1.15,,Hacendado,Paquete,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Tortellini con carne Pagani,Paquete 250 g,6565.0," 5,40 €/kg",1.35,,,Paquete,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca tortellini carne Hacendado,Bandeja 250 g,6142.0," 6,88 €/kg",1.72,,Hacendado,Bandeja,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca ravioli ricotta y espinacas Hacendado,Bandeja 250 g,6143.0," 6,88 €/kg",1.72,,Hacendado,Bandeja,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Tortellini con tres quesos Pagani,Paquete 250 g,6566.0," 5,40 €/kg",1.35,,,Paquete,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca gnocchi Hacendado,Paquete 500 g,6175.0," 2,24 €/kg",1.12,,Hacendado,Paquete,1 x 500 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca triángulo setas y mascarpone Hacendado,Bandeja 250 g,6141.0," 8,96 €/kg",2.24,,Hacendado,Bandeja,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca girasoles quesos Hacendado,Bandeja 250 g,6145.0," 6,88 €/kg",1.72,,Hacendado,Bandeja,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca medialunas parmigiano reggiano y trufa Hacendado,Bandeja 250 g,6149.0," 9,92 €/kg",2.48,,Hacendado,Bandeja,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca medialunas calabaza y crema de quesos Hacendado,Bandeja 250 g,6152.0," 8,96 €/kg",2.24,,Hacendado,Bandeja,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca tortellini jamón y queso Hacendado,Paquete 250 g,86841.0," 6,88 €/kg",1.72,,Hacendado,Paquete,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca gnocchi quesos Hacendado,Paquete 400 g,86840.0," 5,00 €/kg",2.0,,Hacendado,Paquete,1 x 400 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca girasoles queso de cabra y cebolla caramelizada Hacendado,Bandeja 250 g,35652.0," 8,96 €/kg",2.24,,Hacendado,Bandeja,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta fresca ravioli tomate y queso burrata Hacendado,Bandeja 250 g,35868.0," 8,96 €/kg",2.24,,Hacendado,Bandeja,1 x 250 g
"Arroz, legumbres y pasta",Pasta y fideos,Placas para lasaña precocidas El Pavo,Caja 18 placas 200 g,6856.0," 7,15 €/kg",1.43,,,Caja 18 placas ,1 x 200 g
"Arroz, legumbres y pasta",Pasta y fideos,Placas para canelones precocidas El Pavo,Caja 12 placas 80 g,35953.0," 15,00 €/kg",1.2,,,Caja 12 placas ,1 x 80 g
"Arroz, legumbres y pasta",Pasta y fideos,Placas para canelones El Pavo,Caja 20 placas 125 g,52889.0," 9,60 €/kg",1.2,,,Caja 20 placas ,1 x 125 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales Yakisoba classic Gallina Blanca,Vaso 93 g,8648.0," 20,968 €/kg",1.95,,Gallina Blanca,Vaso,1 x 93 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales Yatekomo sabor pollo Gallina Blanca,3 vasos x 60 g,8645.0," 21,945 €/kg",3.95,,Gallina Blanca,vasos,3 x 60 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales Yatekomo sabor pollo Gallina Blanca,Vaso 60 g,8618.0," 25,834 €/kg",1.55,,Gallina Blanca,Vaso,1 x 60 g
"Arroz, legumbres y pasta",Pasta y fideos,Pasta oriental sabor pollo Maggi,Paquete 71 g,86514.0," 12,677 €/kg",0.9,,,Paquete,1 x 71 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales Yakisoba sabor soja Hacendado,Vaso 80 g,8727.0," 16,25 €/kg",1.3,,Hacendado,Vaso,1 x 80 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales Yakisoba sabor soja Hacendado,Paquete 90 g,8730.0," 10,00 €/kg",0.9,,Hacendado,Paquete,1 x 90 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales sabor pollo Hacendado,Vaso 65 g,22453.0," 13,077 €/kg",0.95,0.85,Hacendado,Vaso,1 x 65 g
"Arroz, legumbres y pasta",Pasta y fideos,Fideos orientales sabor picante Hacendado,Vaso 65 g,22455.0," 15,385 €/kg",1.0,,Hacendado,Vaso,1 x 65 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar blanco Hacendado,Paquete 1 kg,19897.0," 1,45 €/kg",1.45,,Hacendado,Paquete,1 x 1 kg
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar blanco en sobres Hacendado,Caja 50 sticks 350 g,19837.0," 4,429 €/kg",1.55,,Hacendado,Caja 50 sticks ,1 x 350 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar moreno de caña Hacendado,Paquete 1 kg,22349.0," 1,95 €/kg",1.95,,Hacendado,Paquete,1 x 1 kg
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar moreno de caña en sobres Hacendado,Caja 50 sobres 350 g,19832.0," 4,572 €/kg",1.6,,Hacendado,Caja 50 sobres ,1 x 350 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Panela azúcar moreno de caña integral Hacendado,Paquete 500 g,19859.0," 3,90 €/kg",1.95,,Hacendado,Paquete,1 x 500 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Azúcar glas Hacendado,Bote 500 g,35649.0," 5,20 €/kg",2.6,,Hacendado,Bote,1 x 500 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante líquido sacarina Hacendado,Bote 150 ml,70741.0," 5,667 €/L",0.85,,Hacendado,Bote,1 x 150 ml
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante en pastillas sacarina Hacendado,Bote 850 pastillas 52 g,19802.0," 22,116 €/kg",1.15,,Hacendado,Bote 850 pastillas ,1 x 52 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante en sobres sacarina Hacendado,Caja 60 sobres 60 g,19808.0," 19,167 €/kg",1.15,,Hacendado,Caja 60 sobres ,1 x 60 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Sirope de agave Hacendado,Bote 350 g,19860.0," 7,429 €/kg",2.7,2.6,Hacendado,Bote,1 x 350 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante líquido stevia Hacendado,Bote 150 ml,19820.0," 13,667 €/L",2.05,,Hacendado,Bote,1 x 150 ml
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante granulado stevia Hacendado,Bote 200 g,19817.0," 15,50 €/kg",3.1,,Hacendado,Bote,1 x 200 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante en pastillas stevia Hacendado,Bote 175 pastillas 9 g,19812.0," 20,556 €/100 g",1.85,,Hacendado,Bote 175 pastillas ,1 x 9 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante en sobres stevia Hacendado,Caja 54 sobres 54 g,19825.0," 37,038 €/kg",2.0,,Hacendado,Caja 54 sobres ,1 x 54 g
"Azúcar, caramelos y chocolate",Azúcar y edulcorante,Edulcorante Eritritol y Sucralosa Hacendado,Bote 200 g,67637.0," 16,00 €/kg",3.2,,Hacendado,Bote,1 x 200 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles menta fuerte gragea Hacendado,Paquete 32 chicles 45 g,65235.0," 2,223 €/100 g",1.0,,Hacendado,Paquete 32 chicles ,1 x 45 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles menta fuerte gragea Hacendado,Bote 70 chicles 100 g,65067.0," 19,50 €/kg",1.95,,Hacendado,Bote 70 chicles ,1 x 100 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles hierbabuena gragea Hacendado,Paquete 32 chicles 45 g,65161.0," 2,223 €/100 g",1.0,,Hacendado,Paquete 32 chicles ,1 x 45 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles hierbabuena gragea Hacendado,Bote 70 chicles 100 g,65172.0," 19,50 €/kg",1.95,,Hacendado,Bote 70 chicles ,1 x 100 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles hierbabuena lámina Hacendado,Paquete 12 chicles 31 g,65139.0," 3,226 €/100 g",1.0,,Hacendado,Paquete 12 chicles ,1 x 31 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles menta suave gragea Hacendado,Paquete 32 chicles 45 g,65147.0," 2,223 €/100 g",1.0,,Hacendado,Paquete 32 chicles ,1 x 45 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles fresa gragea Hacendado,Paquete 32 chicles 45 g,65164.0," 2,223 €/100 g",1.0,,Hacendado,Paquete 32 chicles ,1 x 45 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles fresa gragea Hacendado,Bote 70 chicles 100 g,65165.0," 19,50 €/kg",1.95,,Hacendado,Bote 70 chicles ,1 x 100 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles original sabor frutas gragea Hacendado,Paquete 32 chicles 45 g,65135.0," 2,223 €/100 g",1.0,,Hacendado,Paquete 32 chicles ,1 x 45 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles regaliz y menta gragea Hacendado,Paquete 32 chicles 45 g,65056.0," 2,778 €/100 g",1.25,,Hacendado,Paquete 32 chicles ,1 x 45 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles sandía lámina Hacendado,Paquete 12 chicles 31 g,65140.0," 3,226 €/100 g",1.0,,Hacendado,Paquete 12 chicles ,1 x 31 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles XXL gragea Hacendado,Paquete 25 chicles 100 g,65213.0," 18,00 €/kg",1.8,,Hacendado,Paquete 25 chicles ,1 x 100 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles jengibre gragea Hacendado,Paquete 32 chicles 45 g,65177.0," 2,778 €/100 g",1.25,,Hacendado,Paquete 32 chicles ,1 x 45 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Chicles Melones ácidos Hacendado,Paquete 100 g,52754.0," 11,50 €/kg",1.15,,Hacendado,Paquete,1 x 100 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos nata Hacendado 0% azúcares,Paquete 90 g,65302.0," 12,778 €/kg",1.15,,Hacendado,Paquete,1 x 90 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos café Hacendado 0% azúcares,Paquete 90 g,65123.0," 12,778 €/kg",1.15,,Hacendado,Paquete,1 x 90 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos sabor eucalipto y mentol Hacendado 0% azúcares,Paquete 90 g,65138.0," 11,667 €/kg",1.05,,Hacendado,Paquete,1 x 90 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos eucaliptus mentol Respiral Halls,Paquete 150 g,65326.0," 13,00 €/kg",1.95,,,Paquete,1 x 150 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos cítricos mix Halls,4 paquetes x 32 g,65298.0," 20,313 €/kg",2.6,,,paquetes,4 x 32 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos limón mentol Respiral Halls,Paquete 150 g,65328.0," 13,00 €/kg",1.95,,,Paquete,1 x 150 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos original Halls,4 paquetes x 32 g,65299.0," 20,313 €/kg",2.6,,,paquetes,4 x 32 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos blandos Fruits Hacendado,Paquete 300 g,65311.0," 5,00 €/kg",1.5,,Hacendado,Paquete,1 x 300 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos miel sabor limón Pifarré,Paquete 125 g,65324.0," 9,20 €/kg",1.15,,,Paquete,1 x 125 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos con palo 4 sabores Chupa Chups,Paquete 12 ud 144 g,13388.0," 13,542 €/kg",1.95,,,Paquete 12 ud ,1 x 144 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos regaliz mentol Respiral Halls,Paquete 150 g,65327.0," 13,00 €/kg",1.95,,,Paquete,1 x 150 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos jengibre y própolis Hacendado 0% azúcares,Paquete 90 g,65143.0," 15,00 €/kg",1.35,,Hacendado,Paquete,1 x 90 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos Mix Fruits Hacendado 0% azúcares,Paquete 100 g,13390.0," 12,00 €/kg",1.2,,Hacendado,Paquete,1 x 100 g
"Azúcar, caramelos y chocolate",Chicles y caramelos,Caramelos con palo Cherry Stick Hacendado con chicle sabor cereza,Paquete 7 ud 105 g,22823.0," 12,381 €/kg",1.3,,Hacendado,Paquete 7 ud ,1 x 105 g
