category,subcategory,description,price_eu,compare,brand
Fruta y verdura,Verdura,"Coliflor Pieza 1,21 kg ",2.41," 1,99 €/kg",
Fruta y verdura,Verdura,"Repollo liso Pieza 1,43 kg ",2.36," 1,65 €/kg",
Fruta y verdura,Verdura,Medio repollo liso 1/2 Pieza 800 g ,1.55," 1,94 €/kg",
Fruta y verdura,Verdura,"Repollo rizado Pieza 1,07 kg ",1.77," 1,65 €/kg",
Fruta y verdura,Verdura,Medio repollo rizado 1/2 Pieza 640 g ,1.24," 1,94 €/kg",
Fruta y verdura,Verdura,Col lombarda Pieza 870 g ,1.61," 1,85 €/kg",
Fruta y verdura,Verdura,Media col lombarda 1/2 Pieza 470 g ,0.99," 2,10 €/kg",
Fruta y verdura,Verdura,Champiñón pequeño Bandeja 300 g ,1.43," 4,76 €/kg",
Fruta y verdura,Verdura,Champiñón laminado limpio Bandeja 320 g ,1.99," 6,22 €/kg",
Fruta y verdura,Verdura,Seta Bandeja 250 g ,1.95," 7,79 €/kg",
Fruta y verdura,Verdura,Champiñón grande Bandeja 430 g ,2.21," 5,13 €/kg",
Fruta y verdura,Verdura,Seta laminada Bandeja 250 g ,2.11," 8,45 €/kg",
Fruta y verdura,Verdura,Champiñón Portobello Bandeja 300 g ,2.03," 6,76 €/kg",
Fruta y verdura,Verdura,Seta shiitake Bandeja 300 g ,3.76," 12,53 €/kg",
Fruta y verdura,Verdura,Mix de setas intenso Bandeja 235 g ,3.96," 16,85 €/kg",
Fruta y verdura,Verdura,Mix de setas suave Bandeja 260 g ,3.82," 14,70 €/kg",
Fruta y verdura,Verdura,Perejil troceado Paquete 40 g,0.75," 1,875 €/100 g",
Fruta y verdura,Verdura,Jengibre 200 g ,1.69," 8,45 €/kg",
Fruta y verdura,Verdura,Cilantro Bandeja 20 g,1.25," 6,25 €/100 g",
Fruta y verdura,Verdura,Albahaca Bandeja 20 g,1.5," 7,50 €/100 g",
Fruta y verdura,Verdura,Hierbabuena Paquete 40 g,1.35," 3,375 €/100 g",
Fruta y verdura,Verdura,Cebollino Bandeja 20 g,1.8," 9,00 €/100 g",
Fruta y verdura,Verdura,Espinacas cortadas Paquete 300 g,1.2," 4,00 €/kg",
Fruta y verdura,Verdura,Brócoli Pieza 380 g ,0.95," 2,49 €/kg",
Fruta y verdura,Verdura,Berenjena Pieza 340 g ,0.54," 1,59 €/kg",
Fruta y verdura,Verdura,Judía verde plana Bandeja 750 g,3.25," 3,987 €/kg",
Fruta y verdura,Verdura,Judía verde plana Paquete 350 g,1.89," 5,40 €/kg",
Fruta y verdura,Verdura,Acelgas cortadas Paquete 300 g,1.2," 4,00 €/kg",
Fruta y verdura,Verdura,Puerros Paquete 900 g ,2.42," 2,69 €/kg",
Fruta y verdura,Verdura,Puerros Bandeja 450 g ,2.09," 4,65 €/kg",
Fruta y verdura,Verdura,Alcachofa Pieza 210 g ,0.56," 2,65 €/kg",
Fruta y verdura,Verdura,Judía verde redonda Bandeja 500 g,2.99," 5,98 €/kg",
Fruta y verdura,Verdura,Calabaza cacahuete cortada a trozos Bandeja 450 g ,1.8," 3,99 €/kg",
Fruta y verdura,Verdura,Apio verde Paquete 660 g ,1.26," 1,91 €/kg",
Fruta y verdura,Verdura,Apio cortado Bandeja 210 g ,1.05," 5,00 €/kg",
Fruta y verdura,Verdura,"Preparado de verdura para escudella Bandeja 1,1 kg ",2.37," 2,15 €/kg",
Fruta y verdura,Verdura,Espárrago verde fino Paquete 250 g,2.25," 9,00 €/kg",
Fruta y verdura,Verdura,Rabanitos Paquete 250 g,1.1," 4,40 €/kg",
Fruta y verdura,Verdura,Remolacha cocida y pelada Paquete 450 g,0.99," 2,20 €/kg",
Fruta y verdura,Verdura,Acelgas Paquete 800 g,2.26," 2,825 €/kg",
Fruta y verdura,Verdura,Maíz dulce en mazorca cocido Paquete 2 ud 450 g,1.55," 3,445 €/kg",
Fruta y verdura,Verdura,Calabaza cacahuete Pieza 920 g ,1.7," 1,85 €/kg",
Fruta y verdura,Verdura,Media calabaza cacahuete 1/2 Pieza 520 g ,1.09," 2,10 €/kg",
Fruta y verdura,Verdura,Espárrago verde grueso Paquete 300 g,3.69," 11,30 €/kg",
Fruta y verdura,Verdura,Maíz dulce en mazorca Bandeja 2 ud,2.99," 1,495 €/ud",
Fruta y verdura,Verdura,Calçots Manojo 25 ud,4.99," 0,20 €/ud",
Fruta y verdura,Verdura,3 Vegetales para microondas Paquete 300 g,1.64," 5,467 €/kg",
Fruta y verdura,Verdura,Floretas de brócoli para microondas Paquete 230 g,1.52," 6,609 €/kg",
Fruta y verdura,Verdura,Mix de verduras paisana para microondas Paquete 300 g,1.8," 6,00 €/kg",
Fruta y verdura,Verdura,Sopa juliana para microondas Paquete 400 g,1.35," 3,375 €/kg",
Fruta y verdura,Verdura,Patata para microondas Paquete 400 g,1.45," 3,625 €/kg",
Fruta y verdura,Verdura,Batata para microondas Paquete 400 g,2.4," 6,00 €/kg",
Fruta y verdura,Verdura,Mix de verduras jardinera para microondas Paquete 400 g,1.9," 4,75 €/kg",
"Huevos, leche y mantequilla",Huevos,Huevos super grandes XL Paquete 12 ud,3.25," 3,25 €/dc",
"Huevos, leche y mantequilla",Huevos,Huevos grandes L Paquete 12 ud,2.2," 2,20 €/dc",
"Huevos, leche y mantequilla",Huevos,Huevos grandes L Paquete 6 ud,1.2," 2,40 €/dc",
"Huevos, leche y mantequilla",Huevos,Huevos medianos M Paquete 12 ud,2.0," 2,00 €/dc",
"Huevos, leche y mantequilla",Huevos,Huevos de gallinas camperas Paquete 12 ud,2.62," 2,62 €/dc",
"Huevos, leche y mantequilla",Huevos,Huevos de gallinas camperas Paquete 6 ud,1.59," 3,18 €/dc",
"Huevos, leche y mantequilla",Huevos,Huevos cocidos Paquete 6 ud,1.6," 3,20 €/dc",
"Huevos, leche y mantequilla",Huevos,Huevos de codorniz Paquete 18 ud,1.65," 1,10 €/dc",
"Huevos, leche y mantequilla",Huevos,Claras de huevo líquidas pasteurizadas Botella 1 L,2.7," 2,60 €/L",
"Huevos, leche y mantequilla",Huevos,Claras de huevo líquidas pasteurizadas Botella 300 ml,1.55," 5,167 €/L",
"Huevos, leche y mantequilla",Huevos,Huevos Paquete 24 ud,3.8," 1,90 €/dc",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Hacendado 6 bricks x 1 L,5.22," 0,87 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Hacendado Brick 1 L,0.87," 0,87 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Hacendado 6 mini bricks x 200 ml,1.53," 1,275 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche semidesnatada Hacendado 6 botellas x 1,5 L",8.46," 0,94 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche semidesnatada Hacendado Botella 1,5 L",1.41," 0,94 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado 6 bricks x 1 L,5.7," 0,95 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado Brick 1 L,0.95," 0,95 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada sin lactosa Hacendado 6 mini bricks x 200 ml,1.69," 1,409 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada calcio Hacendado 6 bricks x 1 L,5.76," 0,96 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada calcio Hacendado Brick 1 L,0.96," 0,96 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Llet Nostra 6 bricks x 1 L,7.44," 1,24 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Llet Nostra Brick 1 L,1.24," 1,24 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche semidesnatada Asturiana 6 botellas x 1,5 L",10.68," 1,187 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche semidesnatada Asturiana Botella 1,5 L",1.78," 1,187 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea semidesnatada con fibra Hacendado 6 bricks x 1 L,7.5," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea semidesnatada con fibra Hacendado Brick 1 L,1.25," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada de cabra Hacendado 6 bricks x 1 L,10.8," 1,80 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada de cabra Hacendado Brick 1 L,1.8," 1,80 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada fresca Hacendado Botella 1 L,1.04," 1,04 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche semidesnatada sin lactosa Hacendado 6 botellas x 1,5 L",9.18," 1,02 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche semidesnatada sin lactosa Hacendado Botella 1,5 L",1.53," 1,02 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Asturiana 6 bricks x 1 L,6.84," 1,14 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche semidesnatada Asturiana Brick 1 L,1.14," 1,14 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada Hacendado 6 bricks x 1 L,5.1," 0,85 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada Hacendado Brick 1 L,0.85," 0,85 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada sin lactosa Hacendado 6 bricks x 1 L,5.58," 0,93 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada sin lactosa Hacendado Brick 1 L,0.93," 0,93 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada calcio Hacendado 6 bricks x 1 L,5.64," 0,94 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada calcio Hacendado Brick 1 L,0.94," 0,94 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche desnatada Hacendado 6 botellas x 1,5 L",8.28," 0,92 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche desnatada Hacendado Botella 1,5 L",1.38," 0,92 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea Omega 3 Puleva con leche desnatada 6 bricks x 1 L,11.4," 1,90 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea Omega 3 Puleva con leche desnatada Brick 1 L,1.9," 1,90 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada Llet Nostra 6 bricks x 1 L,7.44," 1,24 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada Llet Nostra Brick 1 L,1.24," 1,24 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea desnatada omega 3 Hacendado 6 bricks x 1 L,6.6," 1,10 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea desnatada omega 3 Hacendado Brick 1 L,1.1," 1,10 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea Omega 3 Puleva con nueces y leche desnatada 6 bricks x 1 L,11.7," 1,95 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea Omega 3 Puleva con nueces y leche desnatada Brick 1 L,1.95," 1,95 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche en polvo desnatada Paquete 700 g,5.2," 7,429 €/kg",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche +Proteínas desnatada Hacendado 6 bricks x 1 L,7.5," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche +Proteínas desnatada Hacendado Brick 1 L,1.25," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada Asturiana 6 bricks x 1 L,6.84," 1,14 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche desnatada Asturiana Brick 1 L,1.14," 1,14 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera Hacendado 6 bricks x 1 L,5.46," 0,91 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera Hacendado Brick 1 L,0.91," 0,91 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera Hacendado 6 mini bricks x 200 ml,1.6," 1,334 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche entera Asturiana 6 botellas x 1,5 L",10.68," 1,187 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche entera Asturiana Botella 1,5 L",1.78," 1,187 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera sin lactosa Hacendado 6 bricks x 1 L,5.94," 0,99 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera sin lactosa Hacendado Brick 1 L,0.99," 0,99 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera Llet Nostra 6 bricks x 1 L,7.44," 1,24 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera Llet Nostra Brick 1 L,1.24," 1,24 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche entera Hacendado 6 botellas x 1,5 L",8.82," 0,98 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,"Leche entera Hacendado Botella 1,5 L",1.47," 0,98 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera calcio Hacendado 6 bricks x 1 L,6.6," 1,10 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera calcio Hacendado Brick 1 L,1.1," 1,10 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera fresca Hacendado Botella 1 L,1.05," 1,05 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera Asturiana 6 bricks x 1 L,6.84," 1,14 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche entera Asturiana Brick 1 L,1.14," 1,14 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena Alitey 6 bricks x 1 L,5.7," 0,95 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena Alitey Brick 1 L,0.95," 0,95 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena Alitey 3 mini bricks x 250 ml,1.5," 2,00 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena sin azúcares añadidos Hacendado 6 bricks x 1 L,7.2," 1,20 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena sin azúcares añadidos Hacendado Brick 1 L,1.2," 1,20 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de soja con calcio y vitaminas Hacendado 6 bricks x 1 L,4.2," 0,70 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de soja con calcio y vitaminas Hacendado Brick 1 L,0.7," 0,70 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de soja 0% azúcares Hacendado 6 bricks x 1 L,4.8," 0,80 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de soja 0% azúcares Hacendado Brick 1 L,0.8," 0,80 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de almendras zero Hacendado 6 bricks x 1 L,8.1," 1,30 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de almendras zero Hacendado Brick 1 L,1.35," 1,30 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de arroz sin azúcares añadidos Hacendado 6 bricks x 1 L,6.6," 1,10 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de arroz sin azúcares añadidos Hacendado Brick 1 L,1.1," 1,10 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de soja sabor café sin azúcares añadidos Hacendado 6 bricks x 1 L,7.5," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de soja sabor café sin azúcares añadidos Hacendado Brick 1 L,1.25," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de almendras Hacendado 6 bricks x 1 L,7.8," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de almendras Hacendado Brick 1 L,1.3," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche de coco Dee Thai Bote 400 ml,1.4," 3,50 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de coco y arroz sin azúcares añadidos Hacendado 6 bricks x 1 L,9.0," 1,50 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de coco y arroz sin azúcares añadidos Hacendado Brick 1 L,1.5," 1,50 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de chufa Hacendado sin azúcares añadidos Brick 1 L,1.5," 1,50 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Horchata de chufa Hacendado Brick 1 L,1.35," 1,35 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena con café Hacendado Vaso 250 ml,0.9," 3,60 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avellana y arroz sin azúcares añadidos Hacendado 6 bricks x 1 L,8.1," 1,30 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avellana y arroz sin azúcares añadidos Hacendado Brick 1 L,1.35," 1,30 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de soja sabor vainilla Hacendado 0% azúcar 6 bricks x 1 L,6.6," 1,10 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de soja sabor vainilla Hacendado 0% azúcar Brick 1 L,1.1," 1,10 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena Hacendado 0% azúcar 6 bricks x 1 L,4.8," 0,80 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena Hacendado 0% azúcar Brick 1 L,0.8," 0,80 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena con chocolate Hacendado sin azucares añadidos 6 bricks x 1 L,7.2," 1,20 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena con chocolate sin azúcares añadidos Hacendado Brick 1 L,1.2," 1,20 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida de avena con chocolate sin azúcares añadidos Hacendado 3 mini bricks x 250 ml,1.55," 2,067 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido de chocolate Hacendado 6 mini bricks x 200 ml,1.5," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido de chocolate Hacendado Botella 1 L,1.3," 1,30 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido de cacao Cacaolat Botella 1 L,2.5," 2,50 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido de chocolate 90% leche Hacendado Botella 1 L,1.45," 1,45 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido de chocolate 90% leche Hacendado 6 mini bricks x 200 ml,1.7," 1,417 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido de chocolate ColaCao Energy 4 mini botellas x 188 ml,2.65," 3,524 €/L",
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido sabor vainilla Hacendado Botella 1 L,1.3," 1,30 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido de vainilla Hacendado 6 mini bricks x 200 ml,1.65," 1,375 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido sabor fresa Hacendado Botella 1 L,1.3," 1,30 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido sabor fresa Hacendado 6 mini bricks x 200 ml,1.65," 1,375 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Batido de chocolate Hacendado 0% sin azúcares añadidos 6 mini bricks x 200 ml,1.85," 1,542 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea crecimiento y desarrollo Puleva Max 6 bricks x 1 L,11.34," 1,89 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea crecimiento y desarrollo Puleva Max Brick 1 L,1.89," 1,89 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea con cereales crecimiento y desarrollo Puleva Max 6 bricks x 1 L,11.34," 1,89 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Bebida láctea con cereales crecimiento y desarrollo Puleva Max Brick 1 L,1.89," 1,89 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo crecimiento Peques 3 Puleva 6 bricks x 1 L,11.7," 1,75 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo crecimiento Peques 3 Puleva Brick 1 L,1.95," 1,75 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo con cereales crecimiento Peques 3 Puleva 6 bricks x 1 L,11.7," 1,75 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo con cereales crecimiento Peques 3 Puleva Brick 1 L,1.95," 1,75 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo cereales al cacao Peques 3 Puleva 3 mini bricks x 200 ml,1.95," 2,917 €/L",Puleva
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo crecimiento +1 año Hacendado 6 bricks x 1 L,7.5," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo crecimiento +1 año Hacendado Brick 1 L,1.25," 1,25 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo crecimiento +1 año Hacendado 6 mini bricks x 200 ml,1.95," 1,625 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo con cereales crecimiento Hacendado +1 año 6 bricks x 1 L,9.6," 1,60 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo con cereales crecimiento Hacendado +1 año Brick 1 L,1.6," 1,60 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año 6 mini bricks x 200 ml,2.3," 1,917 €/L",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche condensada Hacendado Bote 1 kg,3.9," 3,85 €/kg",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche condensada Hacendado Bote 370 g,2.15," 5,811 €/kg",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche condensada Hacendado Bote 450 g,2.65," 5,778 €/kg",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche condensada desnatada Hacendado Bote 450 g,2.95," 6,556 €/kg",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Leche evaporada Hacendado 3 mini bricks x 200 ml,1.6," 2,667 €/kg",Hacendado
"Huevos, leche y mantequilla",Leche y bebidas vegetales,Crema de leche para café Campina Paquete 20 ud 200 ml,1.1," 5,50 €/L",
"Huevos, leche y mantequilla",Mantequilla y margarina,Mantequilla Tradicional Asturiana Tarrina 250 g,3.55," 14,20 €/kg",
"Huevos, leche y mantequilla",Mantequilla y margarina,Mantequilla sin sal añadida Hacendado Pastilla 250 g,1.9," 7,60 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,"Mantequilla en porciones Hacendado sin sal añadida 12 ud x 12,5 g",1.9," 12,667 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Mantequilla con sal Hacendado Pastilla 250 g,1.9," 7,60 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Mantequilla con sal Hacendado Tarrina 250 g,2.45," 9,80 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Mantequilla light Hacendado Tarrina 250 g,2.2," 8,40 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Mantequilla sin lactosa Hacendado Tarrina 250 g,2.6," 10,40 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Manteca de cerdo Mont-Palau para cocinar Tarrina 400 g,2.3," 5,75 €/kg",
"Huevos, leche y mantequilla",Mantequilla y margarina,Margarina Hacendado Tarrina 500 g,1.45," 2,90 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Margarina Tulipán Original Tarrina 400 g,2.85," 7,125 €/kg",
"Huevos, leche y mantequilla",Mantequilla y margarina,Margarina con sal Hacendado Tarrina 500 g,1.5," 2,90 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Margarina ligera Hacendado Tarrina 500 g,1.45," 2,80 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Margarina Flora Proactiv Tarrina 225 g,2.95," 13,112 €/kg",
"Huevos, leche y mantequilla",Mantequilla y margarina,Margarina 100% vegetal Hacendado Tarrina 250 g,1.6," 6,40 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Margarina Flora Original Tarrina 400 g,2.95," 7,375 €/kg",
"Huevos, leche y mantequilla",Mantequilla y margarina,Nata ligera para cocinar Hacendado 3 mini bricks x 200 ml,1.75," 2,917 €/L",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Nata ligera para cocinar Hacendado Brick 500 ml,1.45," 2,90 €/L",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Nata montada azucarada Hacendado Spray 250 g,1.5," 6,00 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Nata para montar Hacendado Brick 500 ml,1.65," 3,30 €/L",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Nata para montar Hacendado 3 mini bricks x 200 ml,1.95," 3,25 €/L",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Nata fresca para cocinar Hacendado Tarrina 200 ml,1.2," 6,00 €/L",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Leche evaporada Hacendado 3 mini bricks x 200 ml,1.6," 2,667 €/kg",Hacendado
"Huevos, leche y mantequilla",Mantequilla y margarina,Crema de soja Hacendado Brick 200 ml,1.1," 5,50 €/L",Hacendado
