product_code,category,subcategory,pr_23,pr_24
24249,"Marisco y pescado","Pescado congelado",4.95,5.15
24249,"Marisco y pescado","Pescado congelado",4.95,5.15
24208,"Marisco y pescado","Pescado congelado",17.95,17.95
24208,"Marisco y pescado","Pescado congelado",17.95,17.95
24291,"Marisco y pescado","Pescado congelado",4.5,4.7
24291,"Marisco y pescado","Pescado congelado",4.5,4.7
24417,"Marisco y pescado","Pescado congelado",3.19,3.19
24417,"Marisco y pescado","Pescado congelado",3.19,3.19
80908,"Marisco y pescado","Pescado fresco",9.58,10.18
81479,"Marisco y pescado","Pescado fresco",7.7,8.3
81928,"Marisco y pescado","Pescado fresco",7.48,7.48
81487,"Marisco y pescado","Pescado fresco",8.92,9.02
87271,"Marisco y pescado",Marisco,6.6,6.6
81485,"Marisco y pescado","Pescado fresco",8.4,8.57
81481,"Marisco y pescado","Pescado fresco",8.98,9.16
81003,"Marisco y pescado",Marisco,9.56,8.76
80151,"Marisco y pescado","Salazones y ahumados",5.19,5.55
80151,"Marisco y pescado","Salazones y ahumados",5.19,5.55
80151,"Marisco y pescado","Pescado fresco",5.19,5.55
80151,"Marisco y pescado","Pescado fresco",5.19,5.55
80644,"Marisco y pescado","Salazones y ahumados",13.36,13.92
80644,"Marisco y pescado","Salazones y ahumados",13.36,13.92
80644,"Marisco y pescado","Pescado fresco",13.36,13.92
80644,"Marisco y pescado","Pescado fresco",13.36,13.92
87770,"Marisco y pescado","Pescado fresco",10.5,9.95
87731,"Marisco y pescado","Pescado fresco",3.5,2.95
87734,"Marisco y pescado","Pescado fresco",3.75,3.75
87191,"Marisco y pescado","Pescado fresco",4.95,5.1
87342,"Marisco y pescado","Pescado fresco",3.6,3.6
62485,"Marisco y pescado",Marisco,2.24,2.24
81704,"Marisco y pescado","Pescado fresco",5.02,6.22
87191,"Marisco y pescado","Pescado fresco",4.95,5.1
87194,"Marisco y pescado","Pescado fresco",3.6,3.6
81745,"Marisco y pescado","Pescado fresco",3.58,3.18
81225.1,"Marisco y pescado","Pescado fresco",2.87,3.24
81225.2,"Marisco y pescado","Pescado fresco",2.87,3.24
81055.1,"Marisco y pescado","Pescado fresco",9.7,9.4
81055.2,"Marisco y pescado","Pescado fresco",9.7,9.4
81055.3,"Marisco y pescado","Pescado fresco",9.7,9.4
81234.1,"Marisco y pescado","Pescado fresco",5.19,4.51
81234.2,"Marisco y pescado","Pescado fresco",5.19,4.51
81234.5,"Marisco y pescado","Pescado fresco",5.19,4.51
81234.4,"Marisco y pescado","Pescado fresco",5.19,4.51
81234.3,"Marisco y pescado","Pescado fresco",5.19,4.51
81241.1,"Marisco y pescado","Pescado fresco",3.4,3.88
81241.2,"Marisco y pescado","Pescado fresco",3.4,3.88
81241.5,"Marisco y pescado","Pescado fresco",3.4,3.88
81241.4,"Marisco y pescado","Pescado fresco",3.4,3.88
81241.3,"Marisco y pescado","Pescado fresco",3.4,3.88
81200.1,"Marisco y pescado","Pescado fresco",6.67,3.13
81200.2,"Marisco y pescado","Pescado fresco",6.67,3.13
81200.3,"Marisco y pescado","Pescado fresco",6.67,3.13
81204.1,"Marisco y pescado","Pescado fresco",18.29,23.45
81204.3,"Marisco y pescado","Pescado fresco",9.22,12.35
81204.2,"Marisco y pescado","Pescado fresco",18.29,23.45
81204.4,"Marisco y pescado","Pescado fresco",9.22,12.35
81649.1,"Marisco y pescado","Pescado fresco",34.89,30.5
81649.4,"Marisco y pescado","Pescado fresco",18.64,16.06
81649.2,"Marisco y pescado","Pescado fresco",34.89,30.5
81649.5,"Marisco y pescado","Pescado fresco",18.64,16.06
81649.3,"Marisco y pescado","Pescado fresco",34.89,30.5
81649.6,"Marisco y pescado","Pescado fresco",18.64,16.06
81790.1,"Marisco y pescado","Pescado fresco",17.52,17.61
81790.4,"Marisco y pescado","Pescado fresco",8.65,8.66
81790.2,"Marisco y pescado","Pescado fresco",17.52,17.61
81790.5,"Marisco y pescado","Pescado fresco",8.65,8.66
81790.3,"Marisco y pescado","Pescado fresco",17.52,17.61
81790.6,"Marisco y pescado","Pescado fresco",8.65,8.66
81220.2,"Marisco y pescado","Pescado fresco",22.49,18.42
81220.3,"Marisco y pescado","Pescado fresco",22.49,18.42
81220.1,"Marisco y pescado","Pescado fresco",22.49,18.42
81220.4,"Marisco y pescado","Pescado fresco",22.49,18.42
81226.3,"Marisco y pescado","Pescado fresco",33.87,13.5
81226.1,"Marisco y pescado","Pescado fresco",33.87,13.5
81226.2,"Marisco y pescado","Pescado fresco",33.87,13.5
18407,"Marisco y pescado","Salazones y ahumados",2.1,2.1
80405,"Marisco y pescado","Salazones y ahumados",1.85,1.75
23122,"Marisco y pescado","Salazones y ahumados",5.95,5.8
18400,"Marisco y pescado","Salazones y ahumados",1.2,1.25
18408,"Marisco y pescado","Salazones y ahumados",2.95,3.05
80409,"Marisco y pescado","Salazones y ahumados",1.6,1.6
83965,"Marisco y pescado","Salazones y ahumados",6,6.55
80412,"Marisco y pescado","Salazones y ahumados",1.7,1.5
18808,"Marisco y pescado","Salazones y ahumados",1.85,1.85
18402,"Marisco y pescado","Salazones y ahumados",6.55,6.7
80418,"Marisco y pescado","Salazones y ahumados",3.65,3.75
53444,"Marisco y pescado","Salazones y ahumados",4,3.8
53445,"Marisco y pescado","Salazones y ahumados",14.44,10.8
13787,"Marisco y pescado","Salazones y ahumados",3.1,3.2
53446,"Marisco y pescado","Salazones y ahumados",3.5,3.5
18436,"Marisco y pescado","Salazones y ahumados",2.25,2
22612,"Marisco y pescado","Salazones y ahumados",3.8,3.8
52094,Mascotas,Gato,0.7,0.65
52095,Mascotas,Gato,0.7,0.65
52070,Mascotas,Gato,0.65,0.5
52073,Mascotas,Gato,0.65,0.5
52072,Mascotas,Gato,0.65,0.5
52071,Mascotas,Gato,0.65,0.5
52092,Mascotas,Gato,1.4,1.2
52091,Mascotas,Gato,1.4,1.2
15985,Mascotas,Gato,1.9,2
15984,Mascotas,Gato,1.9,2
22007,Mascotas,Gato,2.5,2.5
70705,Mascotas,Gato,2.4,2.4
70704,Mascotas,Gato,2.4,2.4
35266,Mascotas,Gato,1.8,1.8
35267,Mascotas,Gato,1.8,1.8
15640,Mascotas,Gato,3.6,3.3
15987,Mascotas,Gato,13.3,12.95
15986,Mascotas,Gato,3.1,2.95
15983,Mascotas,Gato,13.3,12.95
15982,Mascotas,Gato,3.1,2.95
15742,Mascotas,Gato,3.6,3.45
15944,Mascotas,Gato,3.5,3.3
13714,Mascotas,Gato,5.3,5.3
15560,Mascotas,Gato,5.3,5.3
13715,Mascotas,Gato,5.3,5.3
23174,Mascotas,Gato,5.3,5.3
90080,Mascotas,Gato,1.4,1.4
90083,Mascotas,Gato,1.7,1.7
13658,Mascotas,Gato,3.8,3.75
90947,Mascotas,Gato,3.9,3.55
38234,Mascotas,Gato,3.5,3.5
52098,Mascotas,Gato,4,4
90794,Mascotas,Perro,3.4,3.4
90794,Mascotas,Perro,3.4,3.4
90794,Mascotas,Gato,3.4,3.4
90794,Mascotas,Gato,3.4,3.4
16858,Mascotas,Gato,1.1,1.1
52146,Mascotas,Gato,1.6,1.6
16859,Mascotas,Gato,1.1,1.1
22008,Mascotas,Gato,1.2,1.2
52149,Mascotas,Gato,1.2,1.2
52062,Mascotas,Perro,0.9,0.85
52058,Mascotas,Perro,1.1,0.95
52059,Mascotas,Perro,1.1,0.95
52088,Mascotas,Perro,1.6,1.55
52086,Mascotas,Perro,2.4,2.1
70737,Mascotas,Perro,1.6,1.55
52096,Mascotas,Perro,1.75,1.8
52068,Mascotas,Perro,0.85,0.85
52066,Mascotas,Perro,0.75,0.75
70733,Mascotas,Perro,1.1,0.95
70732,Mascotas,Perro,0.9,0.85
70735,Mascotas,Perro,0.85,0.85
70734,Mascotas,Perro,0.75,0.75
23204,Mascotas,Perro,6.5,6.25
38297,Mascotas,Perro,18.15,18.15
15974,Mascotas,Perro,18.15,18.15
15972,Mascotas,Perro,6.5,6
15970,Mascotas,Perro,6,5.5
23173,Mascotas,Perro,8.7,8.3
23172,Mascotas,Perro,4.15,4.15
52101,Mascotas,Perro,15.5,14
23206,Mascotas,Perro,6.5,6
15973,Mascotas,Perro,6.5,6
15971,Mascotas,Perro,6,5.5
23208,Mascotas,Perro,9.5,9.5
23207,Mascotas,Perro,5.3,5.25
23209,Mascotas,Perro,9.5,9.5
23171,Mascotas,Perro,5.3,5.25
15981,Mascotas,Perro,23.5,24.5
15980,Mascotas,Perro,9.5,9.5
15977,Mascotas,Perro,5.3,5.25
15979,Mascotas,Perro,23.5,24.5
15978,Mascotas,Perro,9.5,9.5
15976,Mascotas,Perro,5.3,5.25
52139,Mascotas,Perro,2.2,2.2
23812,Mascotas,Perro,1.75,1.75
13494,Mascotas,Perro,1.8,1.75
52143,Mascotas,Perro,1.75,1.75
49760,Mascotas,Perro,1.3,1.3
90793,Mascotas,Perro,2.7,2.7
90794,Mascotas,Perro,3.4,3.4
90794,Mascotas,Perro,3.4,3.4
90794,Mascotas,Gato,3.4,3.4
90794,Mascotas,Gato,3.4,3.4
52135,Mascotas,Perro,1.1,1.05
52118,Mascotas,Perro,1.7,1.7
52145,Mascotas,Perro,1.2,1.2
22009,Mascotas,Perro,1.2,1.2
70762,Mascotas,Perro,1.3,1.4
70763,Mascotas,Perro,1.9,1.95
38131,Mascotas,Otros,2,1.82
38145,Mascotas,Otros,1.85,1.85
38130,Mascotas,Otros,2.1,1.8
38111,Mascotas,Otros,1.85,1.85
38220,Mascotas,Otros,2.9,2.9
13646,Mascotas,Otros,1.95,1.77
38007,Mascotas,Otros,1.45,1.45
38113,Mascotas,Otros,1.6,1.6
35409,Mascotas,Otros,3.5,3.5
35291,Mascotas,Otros,7.1,6.9
84785,"Panadería y pastelería","Bollería de horno",1.35,1.35
84692,"Panadería y pastelería","Bollería de horno",0.35,0.4
84710,"Panadería y pastelería","Bollería de horno",1.35,1.35
84458,"Panadería y pastelería","Bollería de horno",0.65,0.75
84654,"Panadería y pastelería","Bollería de horno",1.4,1.4
84629,"Panadería y pastelería","Bollería de horno",1.9,1.85
84482,"Panadería y pastelería","Bollería de horno",0.4,0.4
84688,"Panadería y pastelería","Bollería de horno",1.6,1.6
84358,"Panadería y pastelería","Bollería de horno",1.1,1.1
84643,"Panadería y pastelería","Bollería de horno",0.85,0.85
84663,"Panadería y pastelería","Bollería de horno",0.8,0.8
84930,"Panadería y pastelería","Bollería de horno",3.5,4.5
84684,"Panadería y pastelería","Bollería de horno",2.9,2.9
84904,"Panadería y pastelería","Bollería de horno",3.7,3.7
84900,"Panadería y pastelería","Bollería de horno",3,3
84916,"Panadería y pastelería","Bollería de horno",2,2
84754,"Panadería y pastelería","Bollería de horno",1.1,1.1
84582,"Panadería y pastelería","Bollería de horno",0.5,0.5
84736,"Panadería y pastelería","Bollería de horno",4,3.95
84937,"Panadería y pastelería","Bollería de horno",2.65,2.65
83995,"Panadería y pastelería","Bollería de horno",3.5,3.5
22412,"Panadería y pastelería","Bollería de horno",1.1,1.1
84940,"Panadería y pastelería","Bollería de horno",0.8,0.8
84284,"Panadería y pastelería","Bollería de horno",3.9,3.9
84287,"Panadería y pastelería","Bollería de horno",7.8,7.8
84597,"Panadería y pastelería","Bollería de horno",2.5,2.5
84638,"Panadería y pastelería","Bollería de horno",1.25,1.25
84289,"Panadería y pastelería","Bollería de horno",3.9,3.9
60846,"Panadería y pastelería","Bollería envasada",2.15,2
82032,"Panadería y pastelería","Bollería envasada",2.5,2.5
82931,"Panadería y pastelería","Bollería envasada",1.95,1.85
82759,"Panadería y pastelería","Bollería envasada",1.85,1.85
82609,"Panadería y pastelería","Bollería envasada",1.55,1.55
82090,"Panadería y pastelería","Bollería envasada",1.7,1.8
82933,"Panadería y pastelería","Bollería envasada",1.9,1.8
82098,"Panadería y pastelería","Bollería envasada",2.3,2.2
82404,"Panadería y pastelería","Bollería envasada",1.95,1.9
82551,"Panadería y pastelería","Bollería envasada",1.5,1.45
82905,"Panadería y pastelería","Bollería envasada",1.5,1.35
23373,"Panadería y pastelería","Bollería envasada",1.8,1.8
82900,"Panadería y pastelería","Bollería envasada",1.85,1.85
82099,"Panadería y pastelería","Bollería envasada",1.8,1.8
23372,"Panadería y pastelería","Bollería envasada",1.85,1.85
23374,"Panadería y pastelería","Bollería envasada",1.8,1.8
82908,"Panadería y pastelería","Bollería envasada",1.79,2.2
82920,"Panadería y pastelería","Bollería envasada",2.26,2.75
82744,"Panadería y pastelería","Bollería envasada",2.25,2.25
82757,"Panadería y pastelería","Bollería envasada",3,2.65
82732,"Panadería y pastelería","Bollería envasada",2.2,2.15
23337,"Panadería y pastelería","Bollería envasada",1.4,1.6
82731,"Panadería y pastelería","Bollería envasada",2,2
16317,"Panadería y pastelería","Bollería envasada",2.3,2.3
85787,"Panadería y pastelería","Bollería envasada",0.3,0.32
85786,"Panadería y pastelería","Bollería envasada",0.35,0.34
85788,"Panadería y pastelería","Bollería envasada",0.16,0.19
85795,"Panadería y pastelería","Bollería envasada",0.5,0.5
85792,"Panadería y pastelería","Bollería envasada",0.5,0.53
85793,"Panadería y pastelería","Bollería envasada",0.5,0.5
22139,"Panadería y pastelería","Bollería envasada",0.21,0.21
22140,"Panadería y pastelería","Bollería envasada",0.21,0.21
29100,"Panadería y pastelería","Harina y preparado repostería",0.7,0.7
29106,"Panadería y pastelería","Harina y preparado repostería",3.15,3
29019,"Panadería y pastelería","Harina y preparado repostería",0.91,0.91
29165,"Panadería y pastelería","Harina y preparado repostería",1.68,1.68
9588,"Panadería y pastelería","Harina y preparado repostería",1.2,1.3
29134,"Panadería y pastelería","Harina y preparado repostería",0.91,0.91
23646,"Panadería y pastelería","Harina y preparado repostería",1.45,1.45
29174,"Panadería y pastelería","Harina y preparado repostería",1.39,1.39
29180,"Panadería y pastelería","Harina y preparado repostería",1.2,1.2
29130,"Panadería y pastelería","Harina y preparado repostería",1.16,1.25
80292,"Panadería y pastelería","Harina y preparado repostería",3,3
29373,"Panadería y pastelería","Harina y preparado repostería",2,2
87811,"Panadería y pastelería","Harina y preparado repostería",0.5,0.45
12531,"Panadería y pastelería","Harina y preparado repostería",1.15,1.45
12531,"Panadería y pastelería","Harina y preparado repostería",1.15,1.45
29225,"Panadería y pastelería","Harina y preparado repostería",2.25,2.25
80293,"Panadería y pastelería","Harina y preparado repostería",0.7,0.7
32360,"Panadería y pastelería","Harina y preparado repostería",1,1
32358,"Panadería y pastelería","Harina y preparado repostería",1.45,1.45
32002,"Panadería y pastelería","Harina y preparado repostería",1.8,1.8
12544,"Panadería y pastelería","Harina y preparado repostería",1.75,2
12544,"Panadería y pastelería","Harina y preparado repostería",1.75,2
32045,"Panadería y pastelería","Harina y preparado repostería",1.4,1.4
12543,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
12543,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
32030,"Panadería y pastelería","Harina y preparado repostería",1.25,1.5
32524,"Panadería y pastelería","Harina y preparado repostería",2,2
32329,"Panadería y pastelería","Harina y preparado repostería",1.4,1.4
32362,"Panadería y pastelería","Harina y preparado repostería",1.4,1.5
32526,"Panadería y pastelería","Harina y preparado repostería",1.8,2
32361,"Panadería y pastelería","Harina y preparado repostería",1.4,1.5
32367,"Panadería y pastelería","Harina y preparado repostería",1.9,2
32369,"Panadería y pastelería","Harina y preparado repostería",1.9,2
12530,"Panadería y pastelería","Harina y preparado repostería",1.8,2.25
12530,"Panadería y pastelería","Harina y preparado repostería",1.8,2.25
12533,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
12533,"Panadería y pastelería","Harina y preparado repostería",1.5,1.6
86998,"Panadería y pastelería","Harina y preparado repostería",1.5,1.5
63451,"Panadería y pastelería","Harina y preparado repostería",2.5,2.5
63440,"Panadería y pastelería","Harina y preparado repostería",1.1,1.1
63474,"Panadería y pastelería","Harina y preparado repostería",2.8,2.8
63464,"Panadería y pastelería","Harina y preparado repostería",2.6,2.6
63476,"Panadería y pastelería","Harina y preparado repostería",2.6,2.6
63657,"Panadería y pastelería","Harina y preparado repostería",2.8,2.8
10459,"Panadería y pastelería","Harina y preparado repostería",2,2
83203.1,"Panadería y pastelería","Pan de horno",1.15,1.15
83202.1,"Panadería y pastelería","Pan de horno",0.48,0.48
82830.1,"Panadería y pastelería","Pan de horno",0.72,0.7
82753,"Panadería y pastelería","Pan de horno",2.16,1.95
83843.1,"Panadería y pastelería","Pan de horno",1.8,1.8
82380.1,"Panadería y pastelería","Pan de horno",2.1,2.1
83858.1,"Panadería y pastelería","Pan de horno",1.63,1.63
83156,"Panadería y pastelería","Pan de horno",1.3,1.3
15691.1,"Panadería y pastelería","Pan de horno",1.8,1.8
23086.1,"Panadería y pastelería","Pan de horno",1.54,1.5
83277,"Panadería y pastelería","Pan de horno",1.15,1.15
67563,"Panadería y pastelería","Pan de horno",0.45,0.45
83116,"Panadería y pastelería","Pan de horno",0.35,0.35
83452,"Panadería y pastelería","Pan de horno",1.3,1.3
83284,"Panadería y pastelería","Pan de horno",0.35,0.35
83436,"Panadería y pastelería","Pan de horno",1.6,1.6
83437,"Panadería y pastelería","Pan de horno",0.25,0.35
83056,"Panadería y pastelería","Pan de horno",1.55,1.55
83783,"Panadería y pastelería","Pan de horno",1.11,1.1
83594,"Panadería y pastelería","Pan de horno",0.3,0.4
22388,"Panadería y pastelería","Pan de horno",1.1,1.05
83155,"Panadería y pastelería","Pan de horno",1.44,1.44
82380.2,"Panadería y pastelería","Pan de horno",2.1,2.1
83858.2,"Panadería y pastelería","Pan de horno",1.63,1.63
83843.2,"Panadería y pastelería","Pan de horno",1.8,1.8
83203.2,"Panadería y pastelería","Pan de horno",1.15,1.15
83202.2,"Panadería y pastelería","Pan de horno",0.48,0.48
82830.2,"Panadería y pastelería","Pan de horno",0.72,0.7
15691.2,"Panadería y pastelería","Pan de horno",1.8,1.8
23086.2,"Panadería y pastelería","Pan de horno",1.54,1.5
82322,"Panadería y pastelería","Pan de molde y otras especialidades",1.3,1.25
83867,"Panadería y pastelería","Pan de molde y otras especialidades",1.25,1.25
13810,"Panadería y pastelería","Pan de molde y otras especialidades",0.85,0.85
83886,"Panadería y pastelería","Pan de molde y otras especialidades",1.25,1.25
82328,"Panadería y pastelería","Pan de molde y otras especialidades",0.95,0.95
23643,"Panadería y pastelería","Pan de molde y otras especialidades",1.4,1.35
23359,"Panadería y pastelería","Pan de molde y otras especialidades",1.7,1.6
83868,"Panadería y pastelería","Pan de molde y otras especialidades",1.25,1.25
1699,"Panadería y pastelería","Pan de molde y otras especialidades",1.8,1.8
83558,"Panadería y pastelería","Pan de molde y otras especialidades",1.75,1.75
83560,"Panadería y pastelería","Pan de molde y otras especialidades",1.35,1.35
83559,"Panadería y pastelería","Pan de molde y otras especialidades",1.4,1.4
86467,"Panadería y pastelería","Pan de molde y otras especialidades",1.45,1.4
82295,"Panadería y pastelería","Pan de molde y otras especialidades",1.55,1.55
83869,"Panadería y pastelería","Pan de molde y otras especialidades",1.85,1.75
82302,"Panadería y pastelería","Pan de molde y otras especialidades",1.55,1.55
83547,"Panadería y pastelería","Pan de molde y otras especialidades",1.8,1.7
82735,"Panadería y pastelería","Pan de molde y otras especialidades",2.98,2.94
22899,"Panadería y pastelería","Pan de molde y otras especialidades",2.35,2.35
80859,"Panadería y pastelería","Pan de molde y otras especialidades",1.35,1.3
82332,"Panadería y pastelería","Pan de molde y otras especialidades",0.95,0.95
13803,"Panadería y pastelería","Pan de molde y otras especialidades",0.9,0.9
80942,"Panadería y pastelería","Pan de molde y otras especialidades",1.75,1.75
80870,"Panadería y pastelería","Pan de molde y otras especialidades",1.6,1.6
82649,"Panadería y pastelería","Pan de molde y otras especialidades",1.65,1.65
82331,"Panadería y pastelería","Pan de molde y otras especialidades",1,1
80939,"Panadería y pastelería","Pan de molde y otras especialidades",1.75,1.75
80894,"Pizzas y platos preparados",Pizzas,2.2,2.2
80894,"Pizzas y platos preparados",Pizzas,2.2,2.2
80894,"Panadería y pastelería","Pan de molde y otras especialidades",2.2,2.2
80894,"Panadería y pastelería","Pan de molde y otras especialidades",2.2,2.2
84429,"Panadería y pastelería","Pan de molde y otras especialidades",1.25,1.25
80879,"Panadería y pastelería","Pan de molde y otras especialidades",2.2,2.2
60251,"Panadería y pastelería","Pan de molde y otras especialidades",1.25,1.25
82287,"Panadería y pastelería","Pan tostado y rallado",1.8,1.8
82290,"Panadería y pastelería","Pan tostado y rallado",2.35,2.35
82665,"Panadería y pastelería","Pan tostado y rallado",1.2,1.2
82842,"Panadería y pastelería","Pan tostado y rallado",1.5,1.65
82277,"Panadería y pastelería","Pan tostado y rallado",1.05,1.05
82070,"Panadería y pastelería","Pan tostado y rallado",1.4,1.4
86008,"Panadería y pastelería","Pan tostado y rallado",1.9,1.9
82117,"Panadería y pastelería","Pan tostado y rallado",0.8,0.8
82417,"Panadería y pastelería","Pan tostado y rallado",1.25,1.25
13445,"Panadería y pastelería","Pan tostado y rallado",1.1,1.1
83789,"Panadería y pastelería","Pan tostado y rallado",2.35,2.3
82150,"Panadería y pastelería","Pan tostado y rallado",2.25,2.6
82190,"Panadería y pastelería","Pan tostado y rallado",1.3,1.25
82199,"Panadería y pastelería","Pan tostado y rallado",1.3,1.25
82219,"Panadería y pastelería","Pan tostado y rallado",0.95,0.9
22932,"Panadería y pastelería","Pan tostado y rallado",1.85,1.85
82656,"Panadería y pastelería","Pan tostado y rallado",2.15,2.15
82352,"Panadería y pastelería","Pan tostado y rallado",1.2,1.05
82227,"Panadería y pastelería","Pan tostado y rallado",1.05,1.05
82626,"Panadería y pastelería","Pan tostado y rallado",1.75,1.7
82655,"Panadería y pastelería","Pan tostado y rallado",1.25,1.25
82585,"Panadería y pastelería","Pan tostado y rallado",1.9,1.9
82412,"Panadería y pastelería","Pan tostado y rallado",1.95,1.95
82439,"Panadería y pastelería","Pan tostado y rallado",1.95,1.95
82651,"Panadería y pastelería","Pan tostado y rallado",1.8,1.8
82839,"Panadería y pastelería","Pan tostado y rallado",1.45,1.45
13631,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.35,1.3
86215,"Panadería y pastelería","Picos, rosquilletas y picatostes",0.85,0.85
82279,"Panadería y pastelería","Picos, rosquilletas y picatostes",0.85,0.85
82365,"Panadería y pastelería","Picos, rosquilletas y picatostes",1,1.1
22249,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.45,1.4
82464,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.6,1.6
82599,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.8,1.75
13450,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.55,1.5
82220,"Panadería y pastelería","Picos, rosquilletas y picatostes",1,1
67953,"Panadería y pastelería","Picos, rosquilletas y picatostes",0.9,1.05
82765,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.4,1.35
86559,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.4,1.35
82728,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.4,1.35
82892,"Panadería y pastelería","Picos, rosquilletas y picatostes",1.4,1.35
22396,"Panadería y pastelería","Picos, rosquilletas y picatostes",1,0.95
22397,"Panadería y pastelería","Picos, rosquilletas y picatostes",1,0.95
82786,"Panadería y pastelería","Picos, rosquilletas y picatostes",0.85,0.85
82787,"Panadería y pastelería","Picos, rosquilletas y picatostes",0.85,0.85
82788,"Panadería y pastelería","Picos, rosquilletas y picatostes",0.7,0.7
87677,"Panadería y pastelería","Tartas y pasteles",11,11
87677,"Panadería y pastelería","Tartas y pasteles",11,11
87607,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87607,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87599,"Panadería y pastelería","Tartas y pasteles",9,8.9
87599,"Panadería y pastelería","Tartas y pasteles",9,8.9
87601,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
87601,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
87603,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87603,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87692,"Panadería y pastelería","Tartas y pasteles",8.5,8.3
87692,"Panadería y pastelería","Tartas y pasteles",8.5,8.3
87598,"Panadería y pastelería","Tartas y pasteles",12,12
87598,"Panadería y pastelería","Tartas y pasteles",12,12
87602,"Panadería y pastelería","Tartas y pasteles",13.9,13.9
87602,"Panadería y pastelería","Tartas y pasteles",13.9,13.9
87604,"Panadería y pastelería","Tartas y pasteles",11,11
87604,"Panadería y pastelería","Tartas y pasteles",11,11
87616,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
87616,"Panadería y pastelería","Tartas y pasteles",7.5,7.5
22551,"Panadería y pastelería","Tartas y pasteles",9,9
22551,"Panadería y pastelería","Tartas y pasteles",9,9
67978,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
67978,"Panadería y pastelería","Tartas y pasteles",9.5,9.5
87683,"Panadería y pastelería","Tartas y pasteles",8.5,8.5
87683,"Panadería y pastelería","Tartas y pasteles",8.5,8.5
86226,"Panadería y pastelería","Tartas y pasteles",13.8,13.8
86226,"Panadería y pastelería","Tartas y pasteles",13.8,13.8
49970,"Panadería y pastelería","Velas y decoración",0.75,0.75
49971,"Panadería y pastelería","Velas y decoración",0.75,0.75
49972,"Panadería y pastelería","Velas y decoración",0.75,0.75
49973,"Panadería y pastelería","Velas y decoración",0.75,0.75
49974,"Panadería y pastelería","Velas y decoración",0.75,0.75
49975,"Panadería y pastelería","Velas y decoración",0.75,0.75
49976,"Panadería y pastelería","Velas y decoración",0.75,0.75
49977,"Panadería y pastelería","Velas y decoración",0.75,0.75
49978,"Panadería y pastelería","Velas y decoración",0.75,0.75
49979,"Panadería y pastelería","Velas y decoración",0.75,0.75
49157,"Panadería y pastelería","Velas y decoración",0.9,0.9
34921,"Panadería y pastelería","Velas y decoración",2.07,2.07
34035,"Panadería y pastelería","Velas y decoración",1.01,1.1
32316,"Panadería y pastelería","Velas y decoración",1.75,1.75
32227,"Panadería y pastelería","Velas y decoración",1.45,1.45
32227,"Panadería y pastelería","Velas y decoración",1.45,1.45
32525,"Panadería y pastelería","Velas y decoración",0.7,1
49167,"Panadería y pastelería","Velas y decoración",1.6,1.9
13738,"Panadería y pastelería","Velas y decoración",2.75,2.75
63581,"Pizzas y platos preparados",Pizzas,2.5,2.5
63627,"Pizzas y platos preparados",Pizzas,3.5,3.5
63593,"Pizzas y platos preparados",Pizzas,2.9,2.9
63613,"Pizzas y platos preparados",Pizzas,2.5,2.5
63629,"Pizzas y platos preparados",Pizzas,3.5,3.5
63580,"Pizzas y platos preparados",Pizzas,2.9,2.9
63628,"Pizzas y platos preparados",Pizzas,3.5,3.5
63592,"Pizzas y platos preparados",Pizzas,2.9,2.9
63551,"Pizzas y platos preparados",Pizzas,2.9,2.9
63653,"Pizzas y platos preparados",Pizzas,2.9,2.9
63632,"Pizzas y platos preparados",Pizzas,3.5,3.5
63634,"Pizzas y platos preparados",Pizzas,2.9,2.9
63556,"Pizzas y platos preparados",Pizzas,2.9,2.9
63582,"Pizzas y platos preparados",Pizzas,2.9,2.9
56647,"Pizzas y platos preparados",Pizzas,2.9,2.9
63529,"Pizzas y platos preparados",Pizzas,2.9,2.9
63503,"Pizzas y platos preparados",Pizzas,2.9,2.9
63585,"Pizzas y platos preparados",Pizzas,2.2,2.2
63514,"Pizzas y platos preparados",Pizzas,3.2,3.2
63645,"Pizzas y platos preparados",Pizzas,2.9,2.9
22549,"Pizzas y platos preparados",Pizzas,3.8,3.8
22343,"Pizzas y platos preparados",Pizzas,4,4
63597,"Pizzas y platos preparados",Pizzas,2.55,2.4
63597,"Pizzas y platos preparados",Pizzas,2.55,2.4
63559,"Pizzas y platos preparados",Pizzas,2.6,2.6
