product,unidades,product_code
Rodaja de emperador Hacendado ultracongelado,Pieza 200 g aprox. escurrido,24345.0
Filetes de bacalao sin espinas Hacendado congelado en su punto de sal,Paquete 375 g escurrido,24016.0
Medallones de merluza Hacendado ultracongelados,Paquete 485 g escurrido,62131.0
Filete de salmón rosado salvaje con piel Hacendado ultracongelado,Pieza 300 g aprox. escurrido,24350.0
Rodajas de merluza Hacendado ultracongeladas,Paquete 580 g escurrido,62121.0
Anguriñas de surimi Pescanova ultracongeladas,Bandeja 260 g,62499.0
Porciones de bacalao sin espinas y sin piel Hacendado congelado en su punto de sal,Paquete 600 g escurrido,24025.0
Rodaja de tintorera sin piel Hacendado ultracongelada,Pieza 450 g aprox. escurrido,24383.0
Porciones de merluza Hacendado ultracongeladas,Paquete 500 g,62103.0
Pescadilla de merluza sin cabeza Mascato ultracongelada,Paquete 1 kg escurrido,62176.0
Cola de rape Hacendado ultracongelada,Pieza 500 g aprox. escurrido,24340.0
Lomo de bacalao sin espinas Hacendado congelado en su punto de sal,Paquete 390 g escurrido,24020.0
Filetes de abadejo sin piel Hacendado ultracongelados,Paquete 850 g escurrido,62180.0
Filetes de merluza grandes sin piel Hacendado ultracongelados,Paquete 970 g escurrido,62179.0
Filete de fletán negro Hacendado congelado,Pieza 200 g aprox. escurrido,24344.0
Merluza sin cabeza Hacendado ultracongelada,Pieza 700 g aprox. escurrido,24324.0
Lomos de salmón sin piel y sin espinas Hacendado congelado,Paquete 2 ud. (250 g),24511.0
Migas de bacalao sin espinas y sin piel Hacendado congeladas en su punto de sal,Paquete 300 g escurrido,24023.0
Gallos sin cabeza Hacendado ultracongelado,Paquete 600 g escurrido,62000.0
Rodajas de atún Hacendado congelado de aleta amarilla,Bandeja 250 g aprox.,24357.0
Colas de rape Hacendado ultracongeladas,Paquete 800 g escurrido,24386.0
Albóndigas de bacalao Camós congeladas,Paquete 400 g,63435.0
Aritos de surimi a la romana Pescanova ultracongelados,Paquete 625 g,63238.0
Merluza empanada pan fino Hacendado ultracongelada,Paquete 510 g,63140.0
Filetes de merluza al huevo Hacendado ultracongelados,Paquete 600 g,63101.0
Varitas de merluza empanadas Hacendado ultracongeladas,Paquete 500 g,63150.0
Empanadillas de atún Hacendado ultracongeladas,Caja 500 g,63407.0
Palitos de merluza a la romana Hacendado ultracongelados,Paquete 500 g,63151.0
Figuritas de merluza empanadas Hacendado ultracongeladas,Paquete 500 g,63159.0
Langostino caballitos rebozados Hacendado ultracongelados,Paquete 300 g,63144.0
Filetes de boquerón en tempura Hacendado ultracongelado,Paquete 400 g,63114.0
Rabas empanadas Hacendado ultracongeladas,Paquete 500 g,63161.0
Anillas de pota a la romana Hacendado ultracongeladas,Paquete 500 g,63163.0
Caprichos de merluza Hacendado ultracongelados,Paquete 350 g,60954.0
Tubo de pota congelado,Pieza 100 g aprox. escurrido,24203.0
Sepia limpia congelada,Pieza 400 g aprox. escurrido,24200.0
Sepia limpia troceada Hacendado congelada,Paquete 360 g escurrido,24274.0
Calamar limpio troceado Hacendado congelado,Paquete 475 g escurrido,24242.0
Rodaja de potón cocido Hacendado congelado,Paquete 475 g escurrido,24234.0
Sepia limpia pequeña Hacendado congelada,Paquete 360 g escurrido,24206.0
Tiras de potón Hacendado congeladas,Paquete 400 g escurrido,24341.0
Tinta de sepia Nortindal congelada,Paquete 8 ud. (32 g),24256.0
Anillas de pota Hacendado congeladas, ,24249.0
Pulpo crudo Hacendado congelado, ,24208.0
Chipirón puntilla Hacendado congelado, ,24291.0
Calamar patagónico pequeño Hacendado ultracongelado, ,24447.0
Calamar grande Hacendado congelado, ,24417.0
Rodaja de emperador,Bandeja 400 g aprox.,81931.0
Escalopines de salmón sin espinas,Bandeja 400 g aprox.,80908.0
Filetes de merluza,Bandeja 400 g aprox.,81340.0
Rodajas de salmón,Bandeja 400 g aprox.,81479.0
Bacalao al punto de sal,Bandeja 500 g aprox.,81928.0
Filetes de lubina,Bandeja 400 g aprox.,81487.0
Langostino cocido Hacendado,Bandeja 600 g,87271.0
Filetes de dorada,Bandeja 380 g aprox.,81485.0
Filete de salmón,Bandeja 400 g aprox.,81481.0
Arreglo para paella de marisco,Bandeja 800 g aprox.,81003.0
Mejillón vivo y limpio,Bandeja 750 g,85001.0
Rodajas de atún de aleta amarilla,Bandeja 236 g aprox.,83990.0
Tajadas de bacalao Hacendado desaladas,Bandeja 240 g,81668.0
Migas de bacalao saladas Hacendado,Bandeja 250 g,80151.0
Hoja de bacalao Hacendado,Paquete 800 g aprox.,80644.0
Patas de pulpo cocido,Bandeja 250 g,87770.0
Elaborado de merluza y gambón Hacendado,Bandeja 2 ud. (240 g),87731.0
Merluza rebozada Hacendado,Bandeja 230 g,87734.0
Calamar pequeño limpio patagónico Hacendado,Bandeja 300 g,87191.0
Filetes de trucha,Bandeja 226 g aprox.,87342.0
Anguriñas de surimi Pescanova,Bandeja 250 g,62473.0
Anguriñas de surimi Pescanova,2 bandejas x 250 g ,62474.0
Bacalao estilo pil pil,Bandeja 230 g,82975.0
Salmón al curry Hacendado,Bandeja 325 g,82961.0
Anguriñas de surimi al ajillo Pescanova,Bandeja 250 g,62485.0
Salmón al curry con arroz,Bandeja 275 g,83346.0
Mejillón al vapor con laurel y aceite Hacendado,Bandeja 500 g,87727.0
Salpicón de marisco Hacendado,Bandeja 300 g,87723.0
Caracoles en caldo Hacendado,Tarrina 500 g,82619.0
Sepia,Pieza 360 g aprox.,81704.0
Calamar pequeño limpio patagónico Hacendado,Bandeja 300 g,87191.0
Tiras de potón del Pacífico Hacendado,Bandeja 300 g,87194.0
Morralla,Granel 400 g aprox.,81745.0
Lenguado sin cabeza y sin piel,Pieza 120 g aprox.,81225.1
Lenguado sin limpiar,Pieza 120 g aprox.,81225.2
Corvina limpia con cabeza,"Pieza 1,22 kg aprox.",81055.1
Corvina abierta a la espalda con espinas y con cabeza,"Pieza 1,22 kg aprox.",81055.2
Corvina a filetes,"Pieza 1,22 kg aprox.",81055.3
Dorada limpia con cabeza,Pieza 670 g aprox.,81234.1
Dorada abierta a la espalda con espinas y con cabeza,Pieza 670 g aprox.,81234.2
Dorada a filetes sin cabeza y sin espina,Pieza 670 g aprox.,81234.5
Dorada abierta en libro sin cabeza y sin espina,Pieza 670 g aprox.,81234.4
"Dorada sin limpiar, para hacer a la sal",Pieza 670 g aprox.,81234.3
Lubina limpia con cabeza,Pieza 400 g aprox.,81241.1
Lubina abierta a la espalda con espinas y con cabeza,Pieza 400 g aprox.,81241.2
Lubina a filetes sin cabeza y sin espina,Pieza 400 g aprox.,81241.5
Lubina abierta en libro sin cabeza y sin espina,Pieza 400 g aprox.,81241.4
"Lubina sin limpiar, para hacer a la sal",Pieza 400 g aprox.,81241.3
Trucha abierta en libro con cabeza,Pieza 860 g aprox.,81200.1
Trucha abierta en libro sin cabeza y sin espina,Pieza 860 g aprox.,81200.2
Trucha sin aletas,Pieza 860 g aprox.,81200.3
Pargo rosado limpio con cabeza,Pieza 940 g aprox.,81276.1
Pargo rosado abierto a la espalda con espinas y con cabeza,Pieza 940 g aprox.,81276.2
Pargo rosado a filetes,Pieza 940 g aprox.,81276.4
"Pargo rosado sin limpiar, para hacer a la sal",Pieza 940 g aprox.,81276.3
Bacalao a rodajas,"Pieza 2,3 kg aprox.",81204.1
Bacalao media pieza a rodajas,"1/2 Pieza 1,16 kg aprox.",81204.3
Bacalao abierto en libro sin cabeza y sin espina,"Pieza 2,3 kg aprox.",81204.2
Bacalao media pieza abierto en libro sin cabeza y sin espina,"1/2 Pieza 1,16 kg aprox.",81204.4
Salmón a rodajas,"Pieza 2,92 kg aprox.",81649.1
Salmón media pieza a rodajas,"1/2 Pieza 1,56 kg aprox.",81649.4
Salmón abierto en libro sin cabeza y sin espina,"Pieza 2,92 kg aprox.",81649.2
Salmón media pieza abierto en libro sin cabeza y sin espina,"1/2 Pieza 1,56 kg aprox.",81649.5
Salmón sin aletas y sin escamas,"Pieza 2,92 kg aprox.",81649.3
Salmón media pieza sin aletas y sin escamas,"1/2 Pieza 1,56 kg aprox.",81649.6
Merluza a rodajas,"Pieza 1,6 kg aprox.",81790.1
Merluza media pieza a rodajas,1/2 Pieza 790 g aprox.,81790.4
Merluza abierta en libro sin cabeza y sin espina,"Pieza 1,6 kg aprox.",81790.2
Merluza media pieza abierta en libro sin cabeza y sin espina,1/2 Pieza 790 g aprox.,81790.5
Merluza sin aletas y sin escamas,"Pieza 1,6 kg aprox.",81790.3
Merluza media pieza sin aletas y sin escamas,1/2 Pieza 790 g aprox.,81790.6
Rape a rodajas sin cabeza,"Pieza 1,89 kg aprox.",81220.2
Rape abierto en libro sin cabeza y sin espina,"Pieza 1,89 kg aprox.",81220.3
Rape sin piel y sin cabeza,"Pieza 1,89 kg aprox.",81220.1
Rape sin aletas y sin dientes,"Pieza 1,89 kg aprox.",81220.4
"Rodaballo con piel, sin aletas y sin agallas","Pieza 2,71 kg aprox.",81226.3
Rodaballo a filetes,"Pieza 2,71 kg aprox.",81226.1
Rodaballo a filetes y sin piel,"Pieza 2,71 kg aprox.",81226.2
Filetes de anchoa en aceite de girasol Hacendado,3 bandejas x 29 g ,18407.0
Boquerones en vinagre Hacendado en aceite de girasol,Bandeja 80 g (60 g escurrido),80405.0
Boquerones al vinagre Hacendado en aceite de girasol,Tarrina 330 g (265 g escurrido),23122.0
Filetes de anchoa en aceite de oliva Hacendado,Lata 42 g (29 g escurrido),18400.0
Filetes de anchoa en aceite de oliva Hacendado,3 bandejas x 29 g ,18408.0
Filetes de sardina anchoada Hacendado en aceite de girasol,Bandeja 80 g (60 g escurrido),80409.0
Migas de bacalao desaladas Hacendado,Bandeja 300 g,83965.0
Filetes de sardina marinada Hacendado en aceite de oliva virgen extra,Bandeja 80 g (50 g escurrido),80412.0
Sucedáneo de caviar negro Ubago Caviartic,Tarro 75 g,18808.0
Filetes de anchoa en aceite de oliva Hacendado,Bandeja 140 g (110 g escurrido),18402.0
Filetes de anchoa en aceite de oliva Hacendado del cantábrico,Lata 74 g (50 g escurrido),80418.0
Huevas de lumpo Hacendado,Tarro 75 g,18818.0
Mojama de atún superior en taco Hacendado seca salada,Paquete 200 g aprox.,80981.0
Salmón ahumado Hacendado,Paquete 100 g aprox.,53444.0
Salmón ahumado Hacendado,2 paquetes x 190 g ,53445.0
Bacalao ahumado Hacendado en aceite de girasol,Bandeja 110 g (80 g escurrido),13787.0
Salmón marinado Hacendado,Paquete 80 g,53446.0
Filetes de sardina ahumada Hacendado en aceite de girasol,Bandeja 85 g (65 g escurrido),18436.0
Taquitos de salmón ahumado Hacendado,Paquete 100 g,22612.0
"Bento box contiene ensalada de alga wakame, 9 piezas surtido sushi y tartar de salmón",Bandeja 290 g,83359.0
"Surtido sushi salmón sin gluten contiene 4 nigiris de salmón, 4 rolls de salmón, 4 makis de salmón y 4 sashimis de salmón",Bandeja 16 ud. (250 g),83366.0
"Surtido California rolls contiene 4 de surimi/pepino, 4 de salmón/mango, 4 de ebi/aguacate y 4 de salmón/queso",Bandeja 16 ud. (240 g),83396.0
"Kit sushi contiene palillos, salsa de soja y wasabi",Paquete 1 ud.,83327.0
Noodles Yakisoba con carne y verduras,Bol 300 g,84981.0
Poke de salmón,Bol 470 g,84955.0
Gyozas de cerdo y verduras,Bandeja 100 g,84971.0
"Bocaditos en salsa gato adulto Delikuit con pollo, pavo y verduras",Bote 400 g,52094.0
"Bocaditos en salsa gato adulto Delikuit con salmón, trucha y verduras",Bote 400 g,52095.0
Paté gato júnior Delikuit con pollo y pavo,Tarrina 100 g,52070.0
Paté gato adulto Delikuit con trucha y salmón,Tarrina 100 g,52073.0
Paté gato adulto Delikuit con pollo y pavo,Tarrina 100 g,52072.0
Paté gato adulto Delikuit con ternera e hígado,Tarrina 100 g,52071.0
Paté gato adulto Delikuit con salmón y trucha,Bote 400 g,52092.0
Paté gato adulto Delikuit con pollo y pavo,Bote 400 g,52091.0
Mousse con lenguado y salmón gato adulto Delikuit,4 tarrinas x 85 g ,15985.0
Mousse con ternera y pollo gato adulto Delikuit,4 tarrinas x 85 g ,15984.0
"Bocaditos en salsa gato adulto Delikuit contiene 4 con gambas, bacalao, guisantes, zanahoria y 4 con trucha, salmón, guisantes, zanahoria",8 ud. x 100 g ,70707.0
Bocaditos en gelatina gato júnior Delikuit con pollo y pavo,Paquete 8 ud. (800 g),22007.0
"Bocaditos en salsa gato adulto Delikuit contiene 4 con cordero, pollo, guisantes, zanahoria y 4 con conejo, pavo, guisantes, zanahoria",8 ud. x 100 g ,70706.0
"Bocaditos en gelatina gato adulto Delikuit contiene 4 con atún, gambas, guisantes, zanahoria y 4 con salmón, merluza, guisantes, zanahoria",8 ud. x 100 g ,70705.0
"Bocaditos en gelatina gato adulto Delikuit contiene 4 con ternera, hígado, guisantes, zanahoria y 4 con pato, pollo, guisantes, zanahoria",8 ud. x 100 g ,70704.0
Gelatina gato adulto selección de aves Quartett,Paquete 4 ud. (340 g),35266.0
Gelatina gato adulto selección de pescado Quartett,Paquete 4 ud. (340 g),35267.0
"Comida gato júnior Compy con pollo, frutas y verduras","Paquete 1,5 kg",15640.0
"Comida gato adulto Compy con pollo, ternera, frutas y verduras",Paquete 10 kg,15987.0
"Comida gato adulto Compy con pollo, ternera, frutas y verduras",Paquete 2 kg,15986.0
"Comida gato adulto Compy con salmón, atún, frutas y verduras",Paquete 10 kg,15983.0
"Comida gato adulto Compy con salmón, atún, frutas y verduras",Paquete 2 kg,15982.0
"Comida gato esterilizado light Compy con pollo, frutas y verduras","Paquete 1,5 kg",15742.0
"Comida gato júnior Supreme Compy con pollo, frutas y verduras",Paquete 800 g,15944.0
"Comida gato adulto Supreme Compy con pollo, frutas y verduras","Paquete 1,5 kg",13714.0
"Comida gato esterilizado light Supreme Compy con pollo fresco, frutas y verduras","Paquete 1,5 kg",15560.0
"Comida gato tracto urinário Supreme Compy con pollo fresco, frutas y verduras","Paquete 1,5 kg",23175.0
"Comida gato adulto Supreme Compy con salmón, frutas y verduras","Paquete 1,5 kg",13715.0
"Comida gato sénior Supreme Compy con pollo fresco, frutas y verduras","Paquete 1,5 kg",23174.0
"Comida gato bolas de pelo Supreme Compy con pollo, frutas y verduras","Paquete 1,5 kg",23176.0
Arena para gato antibacterias Nuske,Paquete 5 kg,90080.0
Arena para gato antibacterias Nuske perfumada,Paquete 5 kg,90083.0
Arena para gato aglomerante Nuske perfumada,Caja 5 kg,13658.0
Arena para gato de perlas sílice Single,Paquete 4 L,90947.0
Hierba para gatos Natura,Caja 120 g,38234.0
Malta para gato Natura con queso,Tubo 100 g,52098.0
Collar anti-insectos gato Krislin,Paquete 1 ud.,92929.0
Pipetas anti-insectos para gato Krislin,Paquete 2 ud.,91889.0
Spray anti-insectos para perros y gatos Krislin,Spray 250 ml,91419.0
Agua de colonia para perros y gatos Krislin fragancia talco,Spray 250 ml,90794.0
Anti orines para perros y gatos Krislin,Spray 250 ml,90795.0
Snacks gato rellenos con salmón y malta Compy,Paquete 70 g,16858.0
Snack gato aperitivo líquido Compy contine 4 con pollo e hígado y 4 con salmón,Caja 8 ud. (120 g),52146.0
Snacks gato rellenos con pollo y malta Compy,Paquete 70 g,16859.0
Snack gato barritas Compy de pollo e hígado,10 ud. x 5 g ,22008.0
Snack gato barritas Compy de salmón y merluza, ,52149.0
Snack gato barritas Compy de pato y pavo, ,52148.0
Paté perro júnior Delikuit con ternera y leche,Tarrina 150 g,52062.0
"Paté perro junior Delikuit con pollo, pavo y verduras",Tarrina 300 g,52058.0
"Paté perro adulto Delikuit con ternera, hígado y verduras",Tarrina 300 g,52059.0
"Trozos en salsa perro adulto Delikuit con ternera, hígado y verduras","Bote 1,23 kg",52088.0
Paté perro adulto Delikuit con salmón y verduras,"Bote 1,2 kg",70736.0
Paté perro adulto Delikuit con ternera y pollo,"Bote 1,2 kg",52086.0
Trozos en salsa perro adulto Delikuit con salmón y verduras,"Bote 1,23 kg",70737.0
Salchicha perro adulto Delikuit con pollo y arroz,1 kg ,52096.0
Salchicha perro adulto Delikuit con salmón y verduras,1 kg ,68000.0
"Trozos en salsa perro adulto Delikuit con ternera, pavo y verduras",Tarrina 300 g,52068.0
"Trozos en salsa perro adulto Delikuit con ternera, pavo y verduras",Tarrina 150 g,52066.0
Paté perro adulto Delikuit con salmón y verduras,Tarrina 300 g,70733.0
Paté perro adulto Delikuit con salmón y verduras,Tarrina 150 g,70732.0
Trozos en salsa perro adulto Delikuit con salmón y verduras,Tarrina 300 g,70735.0
Trozos en salsa perro adulto Delikuit con salmón y verduras,Tarrina 150 g,70734.0
"Comida perro júnior Compy con pollo, arroz, frutas y verduras razas medianas y grandes",Paquete 4 kg,23204.0
"Comida perro adulto Compy con ternera, pollo, verduras y arroz razas medianas y grandes",Saco 18 kg,38297.0
"Comida perro adulto Compy con pollo, ternera, frutas y verduras razas medianas y grandes",Saco 18 kg,15974.0
"Comida perro adulto Compy con pollo, ternera, frutas y verduras razas medianas y grandes",Paquete 4 kg,15972.0
"Comida perro adulto Compy con pollo, ternera, frutas y verduras razas pequeñas",Paquete 3 kg,15970.0
Aritos perro adulto y sénior Compy razas medianas y grandes,Saco 4 kg,23173.0
Mini aritos perro adulto y sénior Compy razas pequeñas,"Paquete 1,5 kg",23172.0
Comida perro adulto Compy original,Saco 18 kg,52101.0
"Comida perro sénior y adultos esterilizados Supreme Compy con pollo, frutas y verduras razas medianas y grandes",Paquete 4 kg,23206.0
"Comida perro adulto Compy con salmón, atún, frutas y verduras razas medianas y grandes",Paquete 4 kg,15973.0
"Comida perro adulto Compy con salmón, atún, frutas y verduras razas pequeñas",Paquete 3 kg,15971.0
Comida perro júnior Supreme Compy pollo fresco con frutas y verduras razas medianas y grandes,Paquete 3 kg,23208.0
"Comida perro júnior Supreme Compy con pollo fresco, frutas y verduras razas pequeñas","Paquete 1,5 kg",23207.0
"Comida perro sénior y adultos esterilizados Supreme Compy con pollo, frutas y verduras razas medianas y grandes",Paquete 3 kg,23209.0
Comida perro sénior esterilizados Supreme Compy pollo fresco con frutas y verduras razas pequeñas,"Paquete 1,5 kg",23171.0
Comida perro adulto Supreme Compy salmón fresco con frutas y verduras razas medianas y grandes,Saco 10 kg,15981.0
Comida perro adulto Supreme Compy salmón fresco con frutas y verduras razas medianas y grandes,Paquete 3 kg,15980.0
Comida perro adulto Supreme Compy salmón fresco con frutas y verduras razas pequeñas,"Paquete 1,5 kg",15977.0
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras razas medianas y grandes,Saco 10 kg,15979.0
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras razas medianas y grandes,Paquete 3 kg,15978.0
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras razas pequeñas,"Paquete 1,5 kg",15976.0
Ministick dental perro adulto Compy razas pequeñas,Paquete 250 g,52139.0
Stick dental perro adulto con menta Compy razas medianas y grandes,Paquete 208 g,23812.0
Huesos de cuero con pollo y zanahoria Compy perro adulto razas medianas y grandes,Paquete 2 ud. (120 g),13494.0
Hueso dental perro adulto sabor menta y perejil Compy,Paquete 3 ud. (192 g),52143.0
Bolsas para residuos caninos Kordis Doggy bags,Paquete 45 ud.,49760.0
Champú cachorros y perro adulto con aloe vera Krislin,Botella 310 ml,90793.0
Agua de colonia para perros y gatos Krislin fragancia talco,Spray 250 ml,90794.0
Anti orines para perros y gatos Krislin,Spray 250 ml,90795.0
Spray anti-insectos para perros y gatos Krislin,Spray 250 ml,91419.0
Collar anti-insectos perro Krislin,Paquete 1 ud.,92928.0
Pipetas anti-insectos para perro Krislin,Paquete 2 ud.,91888.0
Snack palitos perro adulto con pollo y ternera Compy,Paquete 200 g,52135.0
Snack corazones perro adulto Compy,Paquete 350 g,52118.0
Snack huesitos cachorros júnior con leche Compy,Paquete 50 g,52133.0
Snack tiras perro adulto 90% ternera Compy para todas las razas,Paquete 80 g,70739.0
Snack barritas perro adulto de ternera y cordero Compy,8 ud. x 11 g ,52145.0
Snack barritas perro adulto de pollo e hígado Compy,8 ud. x 11 g ,22009.0
Snack salmones perro adulto Compy,Paquete 350 g,38298.0
Snack galletas perro adulto con pollo y ternera Compy razas pequeñas y medianas,Paquete 350 g,70762.0
Snack galletas perro adulto con pollo y ternera Compy razas medianas y grandes,Paquete 700 g,70763.0
Snack barritas perro adulto de salmón y pollo Compy para todas las razas,8 ud. x 11 g ,22010.0
Alimento completo para periquitos Granzoo,Paquete 1 kg,38131.0
Barritas de fruta y miel para periquitos Natura,Caja 3 ud. (90 g),38145.0
Alimento completo para canarios y jilgueros Granzoo,Paquete 1 kg,38130.0
Barritas de fruta y miel para canarios Natura,Caja 3 ud. (90 g),38111.0
Alimento completo para loros y cotorras Granzoo,Paquete 700 g,38220.0
Alimento completo para ninfa y agaporni Granzoo,Paquete 800 g,13646.0
Alimento completo conejos enanos Granzoo,Paquete 800 g,38007.0
Alimento completo hamsters Granzoo,Paquete 500 g,38128.0
Barritas de miel para roedores Natura,Caja 2 ud. (112 g),38113.0
Alimento completo cobaya Granzoo,Paquete 700 g,86491.0
Heno para conejos y roedores Granzoo con manzanilla,Paquete 1 kg,35409.0
Lecho vegetal para pequeñas mascotas Vitakraft,Saco 8 L,35291.0
Berlina al cacao,Paquete 4 ud. (240 g),84785.0
Croissant de mantequilla 26%,Pieza 50 g,84692.0
Berlina glacé,Paquete 4 ud. (200 g),84710.0
Trenza con nueces 4%,Pieza 80 g,84458.0
Rosquillas al cacao,Paquete 7 ud. (182 g),84654.0
12 Mini croissants de mantequilla,Bolsa 12 ud. (240 g),84629.0
Pastel de crema 65%,Pieza 50 g,84482.0
6 Caracolas rellenas de cacao,Bolsa 6 ud. (280 g),84688.0
