description,units,price_eu,unit_price,date,order_num,user
Queso untar light blanco pasteurizado Philadelphia,1,2.1,2.1,2020-08-27,134160,family
Queso fresco de cabra Hacendado,1,2.2,2.2,2020-08-27,134160,family
Mini taquitos de jamón Incarlopsa,1,2.15,2.15,2020-08-27,134160,family
Lechuga iceberg base para ensalada,1,0.87,0.87,2020-08-27,134160,family
Judía verde plana,1,2.49,2.49,2020-08-27,134160,family
Dentífrico original Binaca,2,3.0,1.5,2020-08-27,134160,family
Aguacates,1,2.27,2.27,2020-08-27,134160,family
Pechugas de pollo enteras,1,6.55,6.55,2020-08-27,134160,family
Tomates kumato,1,1.69,1.69,2020-08-27,134160,family
Abrillantador lavavajillas Finish líquido,1,4.45,4.45,2019-06-19,207666,family
Sal lavavajillas Bosque Verde en pastillas,1,1.4,1.4,2019-06-19,207666,family
Lavavajillas classic Finish en pastillas,1,3.79,3.79,2019-06-19,207666,family
Aceite de oliva virgen extra Hacendado,1,9.97,9.97,2019-06-19,207666,family
Bolsa de basura Bosque Verde 30L cubo mediano,1,1.45,1.45,2019-06-19,207666,family
Aceitunas manzanilla rellenas de anchoa Hacendado,1,2.15,2.15,2019-06-19,207666,family
Bacón Hacendado cintas,1,1.95,1.95,2019-06-19,207666,family
Jabón de manos dermoprotector Deliplus líquido,1,0.8,0.8,2019-06-19,207666,family
Tomate frito Hacendado,1,0.8,0.8,2019-06-19,207666,family
Arroz cocido integral Brillante,1,1.1,1.1,2019-06-19,207666,family
Bacón Oscar Mayer lonchas,1,1.8,1.8,2019-06-19,207666,family
Taquitos de chorizo Revilla,1,2.25,2.25,2019-06-19,207666,family
Detergente ropa blanca y de color Bosque Verde líquido concentrado,1,6.95,6.95,2019-06-19,207666,family
Nata ligera para cocinar Hacendado,1,1.32,1.32,2019-06-19,207666,family
Limpiador baños Bosque Verde en gel,1,1.3,1.3,2019-06-19,207666,family
Pizza ibérica Hacendado ultracongelada,1,2.0,2.0,2019-06-19,207666,family
Pizza mozzarella y pesto Hacendado ultracongelada,1,2.0,2.0,2019-06-19,207666,family
Placas para lasaña precocidas El Pavo,1,1.25,1.25,2019-06-19,207666,family
Placas para canelones Del Castillo,1,0.58,0.58,2019-06-19,207666,family
Refresco Coca-Cola,1,7.32,7.32,2019-06-19,207666,family
Champú fuerza & brillo Fructis cabello normal,1,2.95,2.95,2019-06-19,207666,family
Tomate frito receta artesana Hacendado,1,1.7,1.7,2019-06-19,207666,family
Pechuga de pavo Hacendado finas lonchas,1,2.95,2.95,2019-06-19,207666,family
Chocolate con leche Lindt,2,2.5,1.25,2019-06-19,207666,family
Huevos grandes L,1,1.45,1.45,2019-06-19,207666,family
Queso curado Entrepinares,1,2.57,2.57,2019-06-19,207666,family
Morcilla oreada d' Ontinyent,1,1.39,1.39,2019-06-19,207666,family
Solomillo de cerdo,1,4.32,4.32,2019-06-19,207666,family
Chorizo oreado,1,1.94,1.94,2019-06-19,207666,family
Longaniza fresca d' Ontinyent,1,3.01,3.01,2019-06-19,207666,family
Salmorejo fresco Hacendado,1,2.8,2.8,2022-07-13,996926,family
Mayonesa Hellmann's,1,2.95,2.95,2022-07-13,996926,family
Huevos grandes L,1,2.15,2.15,2022-07-13,996926,family
Corazones de alcachofa Hacendado,1,1.6,1.6,2022-07-13,996926,family
Cebolla roja Corbí en vinagre,1,2.4,2.4,2022-07-13,996926,family
Pepinillos pequeños Hacendado,1,1.5,1.5,2022-07-13,996926,family
Arroz largo Hacendado,1,0.98,0.98,2022-07-13,996926,family
Pan de molde con 35% avena Hacendado 0% azúcares añadidos con harina 100% integral,1,1.45,1.45,2022-07-13,996926,family
Gazpacho fresco Hacendado,2,5.0,2.5,2022-07-13,996926,family
Chorizo extra Hacendado lonchas,1,1.7,1.7,2022-07-13,996926,family
Queso untar light Philadelphia,1,2.45,2.45,2022-07-13,996926,family
Atún claro en aceite de oliva Hacendado,2,9.3,4.65,2022-07-13,996926,family
Jamón serrano Incarlopsa lonchas extrafinas,1,2.28,2.28,2022-07-13,996926,family
Aceite de oliva virgen extra Hacendado,1,12.7,12.7,2022-07-13,996926,family
Mini taquitos de jamón Incarlopsa,1,2.29,2.29,2022-07-13,996926,family
Dentífrico Max White One Colgate,1,2.0,2.0,2022-07-13,996926,family
Aceitunas negras Hacendado a rodajas,1,1.3,1.3,2022-07-13,996926,family
Limpiacristales y multiusos Bosque Verde,1,1.15,1.15,2022-07-13,996926,family
Agua mineral grande Cortes,2,1.46,0.73,2022-07-13,996926,family
Limpiador Baños Bosque Verde en gel,1,1.45,1.45,2022-07-13,996926,family
Bolsa de basura grande Bosque Verde 50L cubo grande,1,1.6,1.6,2022-07-13,996926,family
Bolsa de basura Bosque Verde 30L cubo mediano,1,1.6,1.6,2022-07-13,996926,family
Cebollas,1,2.19,2.19,2022-07-13,996926,family
Papel Multiusos Resistente Bosque Verde,1,3.45,3.45,2022-07-13,996926,family
Queso fresco de cabra Hacendado,1,2.4,2.4,2022-07-13,996926,family
Jabón de manos dermoprotector Deliplus líquido,1,0.8,0.8,2022-07-13,996926,family
Tomates cherry,1,1.65,1.65,2022-07-13,996926,family
Papel higiénico Doble Rollo Bosque Verde,1,4.9,4.9,2022-07-13,996926,family
Servilleta papel Bosque Verde,1,1.2,1.2,2022-07-13,996926,family
Gel de baño avena Deliplus piel sensible,3,4.2,1.4,2022-07-13,996926,family
Garbanzo cocido Hacendado,2,1.56,0.78,2022-07-13,996926,family
Comida perro adulto Supreme Compy con pollo y arroz,1,4.15,4.15,2021-10-19,337881,family
Jabón de manos dermoprotector Deliplus líquido,1,0.75,0.75,2021-10-19,337881,family
Tomates cherry,1,1.49,1.49,2021-10-19,337881,family
Salchichas cocidas estilo Frankfurt Hacendado de pollo y cerdo sabor ahumado,1,1.45,1.45,2021-10-19,337881,family
Fritada pisto Hacendado,2,1.9,0.95,2021-10-19,337881,family
Tiras de pechuga de pollo al natural Hacendado,3,5.67,1.89,2021-10-19,337881,family
Jamón serrano Incarlopsa lonchas extrafinas,2,4.38,2.19,2021-10-19,337881,family
Atún claro en aceite de oliva Hacendado,1,3.95,3.95,2021-10-19,337881,family
Gelatina 0% azúcar sabor fresa Hacendado,1,0.9,0.9,2021-10-19,337881,family
Café en cápsula ristretto L'Or Espresso,6,20.4,3.4,2021-10-19,337881,family
Agua mineral grande Cortes,1,0.73,0.73,2021-10-19,337881,family
Leche desnatada Pascual,2,11.28,5.64,2021-10-19,337881,family
Contramuslos de pollo deshuesados y sin piel,1,4.28,4.28,2021-10-19,337881,family
Solomillos de pollo,1,5.19,5.19,2021-10-19,337881,family
Filetes de dorada,1,6.77,6.77,2021-10-19,337881,family
Aguacates,1,2.13,2.13,2021-10-19,337881,family
Salmón ahumado Hacendado,1,2.71,2.71,2021-10-19,337881,family
Tomate pera,2,0.6,0.3,2023-03-18,13996475,kike
Hummus de garbanzos Hacendado con pimiento del piquillo asado,1,1.45,1.45,2023-03-18,13996475,kike
Acondicionador Repara & Protege Pantene,1,3.8,3.8,2023-03-18,13996475,kike
Palitos de zanahoria,1,1.78,1.78,2023-03-18,13996475,kike
Fajitas pollo y verduras,3,11.97,3.99,2023-03-18,13996475,kike
Detergente ropa All in 1 Ariel Pods en cápsulas,1,8.8,8.8,2023-03-18,13996475,kike
Arándanos,1,2.78,2.78,2023-03-18,13996475,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2023-03-18,13996475,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.95,1.95,2023-03-18,13996475,kike
Espárrago verde grueso,1,3.26,3.26,2023-03-18,13996475,kike
Banana,3,0.75,0.25,2023-03-18,13996475,kike
Huevos grandes L,3,12.15,4.05,2023-03-18,13996475,kike
Aguacates,1,2.41,2.41,2023-03-18,13996475,kike
"Salsa de tomate, albahaca y orégano Hacendado",1,1.2,1.2,2023-03-11,13945376,kike
Tomate pera,2,0.6,0.3,2023-03-11,13945376,kike
Atún en aceite de girasol Hacendado,2,13.6,6.8,2023-03-11,13945376,kike
Café molido natural Hacendado,1,3.2,3.2,2023-03-11,13945376,kike
Café molido natural Hacendado,1,3.2,3.2,2023-03-11,13945376,kike
Hummus de garbanzos Hacendado con pimiento del piquillo asado,1,1.45,1.45,2023-03-11,13945376,kike
Chili con carne Hacendado,1,2.6,2.6,2023-03-11,13945376,kike
Acondicionador Repara & Protege Pantene,1,3.8,3.8,2023-03-11,13945376,kike
Palitos de zanahoria,1,1.78,1.78,2023-03-11,13945376,kike
Fajitas pollo y verduras,2,7.98,3.99,2023-03-11,13945376,kike
Detergente ropa All in 1 Ariel Pods en cápsulas,1,8.8,8.8,2023-03-11,13945376,kike
Champú Anticaída Deliplus,1,1.95,1.95,2023-03-11,13945376,kike
Arándanos,1,2.78,2.78,2023-03-11,13945376,kike
Refresco Coca-Cola Zero Zero,1,9.12,9.12,2023-03-11,13945376,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2023-03-11,13945376,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.95,1.95,2023-03-11,13945376,kike
Espárrago verde grueso,1,3.26,3.26,2023-03-11,13945376,kike
Banana,3,0.79,0.2633333333333333,2023-03-11,13945376,kike
Huevos grandes L,1,4.05,4.05,2023-03-11,13945376,kike
Aguacates,1,3.08,3.08,2023-03-11,13945376,kike
Chili con carne Hacendado,1,2.6,2.6,2023-03-04,13879881,kike
Fajitas pollo y verduras,2,7.98,3.99,2023-03-04,13879881,kike
Maxi tortillas de trigo Hacendado,1,1.6,1.6,2023-03-04,13879881,kike
Desodorante invisible Black & White Nivea Men,1,2.75,2.75,2023-03-04,13879881,kike
Ambientador spray Ropa Limpia Bosque Verde,1,1.3,1.3,2023-03-04,13879881,kike
Hierbas provenzales Hacendado,1,1.1,1.1,2023-03-04,13879881,kike
Refresco Coca-Cola Zero Zero,1,9.12,9.12,2023-03-04,13879881,kike
Aceite de oliva virgen extra Hacendado,1,2.34,2.34,2023-03-04,13879881,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2023-03-04,13879881,kike
Batata,2,1.91,0.955,2023-03-04,13879881,kike
Patatas,1,4.23,4.23,2023-03-04,13879881,kike
Patatas,1,4.23,4.23,2023-03-04,13879881,kike
Mantequilla con sal Hacendado,1,2.1,2.1,2023-03-04,13879881,kike
"Salsa de tomate, albahaca y orégano Hacendado",1,1.2,1.2,2023-03-04,13879881,kike
Arroz largo Hacendado,1,1.3,1.3,2023-03-04,13879881,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2023-03-04,13879881,kike
Bebida de almendras zero Hacendado,1,1.45,1.45,2023-03-04,13879881,kike
Dentífrico Protección Caries Colgate,1,1.85,1.85,2023-03-04,13879881,kike
Judía verde redonda,1,2.2,2.2,2023-03-04,13879881,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2023-03-04,13879881,kike
Preparado de carne picada vacuno,1,7.45,7.45,2023-03-04,13879881,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.95,1.95,2023-03-04,13879881,kike
Espárrago verde grueso,1,3.26,3.26,2023-03-04,13879881,kike
Banana,5,1.42,0.284,2023-03-04,13879881,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-03-04,13879881,kike
Huevos grandes L,2,8.1,4.05,2023-03-04,13879881,kike
Pechugas enteras de pollo,1,6.77,6.77,2023-03-04,13879881,kike
Medallones pechuga de pollo marinado,1,3.98,3.98,2023-03-04,13879881,kike
Aguacates,1,2.91,2.91,2023-03-04,13879881,kike
Salsa césar Hacendado,1,1.4,1.4,2023-02-25,13821013,kike
Mostaza clásica Hacendado,1,1.25,1.25,2023-02-25,13821013,kike
Toallitas limpiadoras desengrasantes de Cocina Bosque Verde,1,1.3,1.3,2023-02-25,13821013,kike
Servilleta papel Bosque Verde,1,1.4,1.4,2023-02-25,13821013,kike
Queso de cabra Président en medallones,1,3.32,3.32,2023-02-25,13821013,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2023-02-25,13821013,kike
Jabón de manos Beauty Cream Bar Dove pastilla,1,2.6,2.6,2023-02-25,13821013,kike
Bebida de almendras zero Hacendado,1,1.45,1.45,2023-02-25,13821013,kike
Dentífrico Protección Caries Colgate,1,1.85,1.85,2023-02-25,13821013,kike
Salteado de setas Hacendado ultracongeladas,1,1.73,1.73,2023-02-25,13821013,kike
Pimiento rojo y verde Hacendado ultracongelado,1,1.06,1.06,2023-02-25,13821013,kike
Espárrago verde troceado Hacendado ultracongelado,1,2.4,2.4,2023-02-25,13821013,kike
Sazonador pollo y carne Hacendado,1,1.5,1.5,2023-02-25,13821013,kike
Pimentón picante Hacendado,1,1.35,1.35,2023-02-25,13821013,kike
Judía verde redonda,1,2.2,2.2,2023-02-25,13821013,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2023-02-25,13821013,kike
Arándanos,1,2.78,2.78,2023-02-25,13821013,kike
Preparado de carne picada vacuno,1,7.45,7.45,2023-02-25,13821013,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.95,1.95,2023-02-25,13821013,kike
Espárrago verde grueso,1,3.26,3.26,2023-02-25,13821013,kike
Banana,5,1.24,0.248,2023-02-25,13821013,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-02-25,13821013,kike
Huevos grandes L,2,8.1,4.05,2023-02-25,13821013,kike
Aguacates,1,2.77,2.77,2023-02-25,13821013,kike
Pechugas enteras de pollo,1,6.07,6.07,2023-02-25,13821013,kike
Medallones pechuga de pollo marinado,1,3.39,3.39,2023-02-25,13821013,kike
Judía verde redonda,1,2.2,2.2,2023-02-18,13759447,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2023-02-18,13759447,kike
Arándanos,1,2.78,2.78,2023-02-18,13759447,kike
Pechuga de pavo bajo en sal Hacendado finas lonchas,1,3.37,3.37,2023-02-18,13759447,kike
Palitos de zanahoria,1,1.78,1.78,2023-02-18,13759447,kike
Papel higiénico húmedo WC Bosque Verde,1,1.55,1.55,2023-02-18,13759447,kike
Cebolla troceada Hacendado ultracongelada,1,0.96,0.96,2023-02-18,13759447,kike
Leche desnatada sin lactosa Hacendado,2,1.94,0.97,2023-02-18,13759447,kike
Preparado de carne picada vacuno,1,7.45,7.45,2023-02-18,13759447,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.95,1.95,2023-02-18,13759447,kike
Espárrago verde grueso,1,3.26,3.26,2023-02-18,13759447,kike
Banana,5,1.32,0.264,2023-02-18,13759447,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-02-18,13759447,kike
Huevos grandes L,1,4.05,4.05,2023-02-18,13759447,kike
Aguacates,1,2.63,2.63,2023-02-18,13759447,kike
Pechugas enteras de pollo,1,7.67,7.67,2023-02-18,13759447,kike
Medallones pechuga de pollo marinado,1,3.98,3.98,2023-02-18,13759447,kike
Medallones pechuga de pollo marinado,1,3.8,3.8,2023-02-18,13759447,kike
Judía verde redonda,1,2.2,2.2,2023-02-11,13703740,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2023-02-11,13703740,kike
Refresco Coca-Cola Zero Zero,1,9.84,9.84,2023-02-11,13703740,kike
Arándanos,1,2.78,2.78,2023-02-11,13703740,kike
Pechuga de pavo bajo en sal Hacendado finas lonchas,1,3.37,3.37,2023-02-11,13703740,kike
Palitos de zanahoria,1,1.78,1.78,2023-02-11,13703740,kike
Papel higiénico húmedo WC Bosque Verde,1,1.55,1.55,2023-02-11,13703740,kike
Cebolla troceada Hacendado ultracongelada,1,0.96,0.96,2023-02-11,13703740,kike
Leche desnatada sin lactosa Hacendado,2,1.94,0.97,2023-02-11,13703740,kike
Preparado de carne picada vacuno,1,7.45,7.45,2023-02-11,13703740,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.95,1.95,2023-02-11,13703740,kike
Espárrago verde grueso,1,3.26,3.26,2023-02-11,13703740,kike
Tomate pera,2,0.51,0.255,2023-02-11,13703740,kike
Banana,5,1.14,0.2279999999999999,2023-02-11,13703740,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-02-11,13703740,kike
Huevos grandes L,1,4.09,4.09,2023-02-11,13703740,kike
Pechugas enteras de pollo,1,7.32,7.32,2023-02-11,13703740,kike
Aguacates,1,2.61,2.61,2023-02-11,13703740,kike
Medallones pechuga de pollo marinado,1,4.54,4.54,2023-02-11,13703740,kike
Medallones pechuga de pollo marinado,1,4.06,4.06,2023-02-11,13703740,kike
Sal fina Hacendado,1,0.3,0.3,2023-02-04,13640454,kike
Aceite de oliva virgen extra Hacendado,1,2.34,2.34,2023-02-04,13640454,kike
Chili con carne Hacendado,1,2.6,2.6,2023-02-04,13640454,kike
Fajitas pollo y verduras,2,7.98,3.99,2023-02-04,13640454,kike
Salteado de setas Hacendado ultracongeladas,1,1.73,1.73,2023-02-04,13640454,kike
Muesli Crunchy Hacendado sin azúcares añadidos,1,1.95,1.95,2023-02-04,13640454,kike
Edulcorante en sobres stevia Hacendado,1,2.0,2.0,2023-02-04,13640454,kike
Vinagre de Limpieza Bosque Verde concentrado,1,0.8,0.8,2023-02-04,13640454,kike
Café molido natural Hacendado,1,3.2,3.2,2023-02-04,13640454,kike
Café molido natural Hacendado,1,3.2,3.2,2023-02-04,13640454,kike
Detergente ropa All in 1 Ariel Pods en cápsulas,1,8.8,8.8,2023-02-04,13640454,kike
Papel higiénico Suave Bosque Verde,1,3.5,3.5,2023-02-04,13640454,kike
Maxi tortillas de trigo Hacendado,1,1.6,1.6,2023-02-04,13640454,kike
Palitos de zanahoria,1,1.78,1.78,2023-02-04,13640454,kike
Hummus de garbanzos Hacendado con olivas de kalamata,1,1.45,1.45,2023-02-04,13640454,kike
Arroz largo Hacendado,1,1.3,1.3,2023-02-04,13640454,kike
Cebollas,1,2.3,2.3,2023-02-04,13640454,kike
Cebollas,1,2.3,2.3,2023-02-04,13640454,kike
Spaghetti Hacendado,1,1.24,1.24,2023-02-04,13640454,kike
Jamón serrano Incarlopsa lonchas,1,3.58,3.58,2023-02-04,13640454,kike
Salsa boloñesa Hacendado,1,1.2,1.2,2023-02-04,13640454,kike
"Salsa de tomate, albahaca y orégano Hacendado",1,1.2,1.2,2023-02-04,13640454,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2023-02-04,13640454,kike
Leche desnatada sin lactosa Hacendado,2,1.94,0.97,2023-02-04,13640454,kike
Preparado de carne picada vacuno,1,7.45,7.45,2023-02-04,13640454,kike
Pimiento rojo,1,1.03,1.03,2023-02-04,13640454,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.95,1.95,2023-02-04,13640454,kike
Espárrago verde grueso,1,3.26,3.26,2023-02-04,13640454,kike
Tomate pera,3,0.94,0.3133333333333333,2023-02-04,13640454,kike
Banana,5,1.49,0.298,2023-02-04,13640454,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-02-04,13640454,kike
Huevos grandes L,1,4.09,4.09,2023-02-04,13640454,kike
Pechugas enteras de pollo,1,5.54,5.54,2023-02-04,13640454,kike
Queso de oveja Entrepinares lonchas,1,2.35,2.35,2023-02-04,13640454,kike
Medallones pechuga de pollo marinado,1,4.25,4.25,2023-02-04,13640454,kike
Aguacates,1,2.98,2.98,2023-02-04,13640454,kike
Remolacha cocida y pelada,2,1.7,0.85,2023-01-28,13580934,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2023-01-28,13580934,kike
Chili con carne Hacendado,1,2.6,2.6,2023-01-28,13580934,kike
Bebida de almendras zero Hacendado,1,1.45,1.45,2023-01-28,13580934,kike
Espárrago verde troceado Hacendado ultracongelado,1,2.4,2.4,2023-01-28,13580934,kike
Servilleta papel Bosque Verde,1,1.4,1.4,2023-01-28,13580934,kike
Muesli Crunchy Hacendado con frutos secos,1,2.0,2.0,2023-01-28,13580934,kike
Leche desnatada sin lactosa Hacendado,2,1.94,0.97,2023-01-28,13580934,kike
Arándanos,1,2.78,2.78,2023-01-28,13580934,kike
Fajitas pollo y verduras,2,7.98,3.99,2023-01-28,13580934,kike
Preparado de carne picada vacuno,1,7.45,7.45,2023-01-28,13580934,kike
Pimiento rojo,1,0.95,0.95,2023-01-28,13580934,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.7,1.7,2023-01-28,13580934,kike
Espárrago verde grueso,1,3.26,3.26,2023-01-28,13580934,kike
Tomate pera,1,0.26,0.26,2023-01-28,13580934,kike
Banana,3,0.88,0.2933333333333333,2023-01-28,13580934,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-01-28,13580934,kike
Huevos grandes L,2,8.18,4.09,2023-01-28,13580934,kike
Medallones pechuga de pollo marinado,1,3.67,3.67,2023-01-28,13580934,kike
Aguacates,1,2.55,2.55,2023-01-28,13580934,kike
Pechugas enteras de pollo,1,5.99,5.99,2023-01-28,13580934,kike
Pechuga de pavo bajo en sal Hacendado finas lonchas,1,3.37,3.37,2023-01-21,13546313,kike
Queso de cabra Président en medallones,1,3.32,3.32,2023-01-21,13546313,kike
Leche desnatada sin lactosa Hacendado,1,0.97,0.97,2023-01-21,13546313,kike
Pasta tiburón Hacendado,1,0.76,0.76,2023-01-21,13546313,kike
Bolsa de basura envases Bosque Verde 30L cubo mediano,1,1.65,1.65,2023-01-21,13546313,kike
Tequeños de queso Hacendado ultracongelados,1,4.65,4.65,2023-01-21,13546313,kike
Papel higiénico húmedo WC Bosque Verde,1,1.55,1.55,2023-01-21,13546313,kike
Helado vegetal mini a base de anacardo con crema de pistacho Hacendado,1,2.7,2.7,2023-01-21,13546313,kike
Anacardo natural Hacendado,1,2.5,2.5,2023-01-21,13546313,kike
Arándanos,1,2.78,2.78,2023-01-21,13546313,kike
Ambientador automático Caramel Bosque Verde,1,1.9,1.9,2023-01-21,13546313,kike
Judía verde redonda,1,2.2,2.2,2023-01-21,13546313,kike
Palitos de zanahoria,1,1.68,1.68,2023-01-21,13546313,kike
Fajitas pollo y verduras,2,7.98,3.99,2023-01-21,13546313,kike
Preparado de carne picada vacuno,1,7.45,7.45,2023-01-21,13546313,kike
Pimiento rojo,1,0.88,0.88,2023-01-21,13546313,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.7,1.7,2023-01-21,13546313,kike
Espárrago verde grueso,1,3.26,3.26,2023-01-21,13546313,kike
Tomate pera,1,0.26,0.26,2023-01-21,13546313,kike
Banana,5,1.21,0.242,2023-01-21,13546313,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-01-21,13546313,kike
Huevos grandes L,2,8.18,4.09,2023-01-21,13546313,kike
Aguacates,1,2.62,2.62,2023-01-21,13546313,kike
Apio verde,1,1.21,1.21,2023-01-21,13546313,kike
Pechugas enteras de pollo,1,8.19,8.19,2023-01-21,13546313,kike
Medallones pechuga de pollo marinado,1,3.61,3.61,2023-01-21,13546313,kike
Barquillos con crema de avellanas Hacendado,1,1.5,1.5,2023-01-14,13507140,kike
Muesli Crunchy Hacendado sin azúcares añadidos,1,1.65,1.65,2023-01-14,13507140,kike
Leche desnatada sin lactosa Hacendado,1,0.97,0.97,2023-01-14,13507140,kike
Bebida de almendras zero Hacendado,1,1.45,1.45,2023-01-14,13507140,kike
Dentífrico Protección Caries Colgate,1,1.85,1.85,2023-01-14,13507140,kike
Aceite de oliva virgen extra Hacendado,1,2.34,2.34,2023-01-14,13507140,kike
Salteado de setas Hacendado ultracongeladas,1,1.73,1.73,2023-01-14,13507140,kike
Arroz negro Hacendado ultracongelado,1,2.5,2.5,2023-01-14,13507140,kike
Chili con carne Hacendado,1,2.6,2.6,2023-01-14,13507140,kike
Fajitas pollo y verduras,2,7.98,3.99,2023-01-14,13507140,kike
Preparado de carne picada vacuno,1,7.45,7.45,2023-01-14,13507140,kike
Queso Cheddar Hacendado lonchas,1,1.92,1.92,2023-01-14,13507140,kike
Pimiento rojo,1,0.92,0.92,2023-01-14,13507140,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.7,1.7,2023-01-14,13507140,kike
Espárrago verde grueso,1,3.26,3.26,2023-01-14,13507140,kike
Maxi tortillas de trigo Hacendado,1,1.6,1.6,2023-01-14,13507140,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2023-01-14,13507140,kike
Refresco Coca-Cola Zero Zero,1,8.64,8.64,2023-01-14,13507140,kike
Tomate pera,1,0.25,0.25,2023-01-14,13507140,kike
Banana,4,0.98,0.245,2023-01-14,13507140,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-01-14,13507140,kike
Huevos grandes L,1,4.09,4.09,2023-01-14,13507140,kike
Eneldo hojas Hacendado,1,1.85,1.85,2023-01-11,13449668,kike
Queso de cabra Président en medallones,1,3.32,3.32,2023-01-11,13449668,kike
Zumo pura naranja Hacendado,2,2.1,1.05,2023-01-11,13449668,kike
"Redondos frescos berenjena, tomate y mozzarella Bel Canto",1,2.24,2.24,2023-01-11,13449668,kike
"Salsa de tomate, albahaca y orégano Hacendado",1,1.2,1.2,2023-01-11,13449668,kike
Barrita con proteínas Enervit Sport sabor chocolate negro,1,4.9,4.9,2023-01-11,13449668,kike
Papel de Aluminio Bosque Verde,1,2.3,2.3,2023-01-11,13449668,kike
Pimiento rojo,1,0.86,0.86,2023-01-11,13449668,kike
Pimiento rojo y verde Hacendado ultracongelado,1,1.06,1.06,2023-01-11,13449668,kike
Salsa barbacoa Hacendado,1,1.15,1.15,2023-01-11,13449668,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.7,1.7,2023-01-11,13449668,kike
Palitos de zanahoria,1,1.68,1.68,2023-01-11,13449668,kike
Salsa césar Hacendado,1,1.25,1.25,2023-01-11,13449668,kike
Patatas,1,4.23,4.23,2023-01-11,13449668,kike
Patatas,1,4.23,4.23,2023-01-11,13449668,kike
Espárrago verde grueso,1,3.26,3.26,2023-01-11,13449668,kike
Pechuga de pavo bajo en sal Hacendado finas lonchas,1,3.37,3.37,2023-01-11,13449668,kike
Maxi tortillas de trigo Hacendado,1,1.6,1.6,2023-01-11,13449668,kike
Pan de molde 100% integral Hacendado,1,0.95,0.95,2023-01-11,13449668,kike
Muesli Crunchy Hacendado sin azúcares añadidos,1,1.65,1.65,2023-01-11,13449668,kike
6 Caracolas rellenas de cacao,1,1.6,1.6,2023-01-11,13449668,kike
Refresco Coca-Cola Zero Zero,1,8.64,8.64,2023-01-11,13449668,kike
Tomate pera,3,0.71,0.2366666666666666,2023-01-11,13449668,kike
Banana,6,1.72,0.2866666666666667,2023-01-11,13449668,kike
Ensalada mezcla brotes tiernos maxi,1,1.68,1.68,2023-01-11,13449668,kike
Huevos grandes L,2,8.18,4.09,2023-01-11,13449668,kike
Salmón ahumado Hacendado,1,12.23,12.23,2023-01-11,13449668,kike
Aguacates,1,2.55,2.55,2023-01-11,13449668,kike
Activador Blanqueante ropa blanca Bosque Verde en polvo,1,3.1,3.1,2023-01-04,13397754,kike
Activador quitamanchas ropa de color Oxi Active Bosque Verde en polvo,1,3.1,3.1,2023-01-04,13397754,kike
Disuelve manchas Bosque Verde,1,2.1,2.1,2023-01-04,13397754,kike
Pudding +Proteínas caramelo Hacendado 12 g proteínas,1,1.7,1.7,2023-01-04,13397754,kike
Bebida de almendras zero Hacendado,1,1.45,1.45,2023-01-04,13397754,kike
Queso de cabra Président en medallones,1,3.32,3.32,2023-01-04,13397754,kike
Pan de molde 100% integral familiar Hacendado,1,1.25,1.25,2023-01-04,13397754,kike
Champú anticaspa Classic H&S,1,4.25,4.25,2023-01-04,13397754,kike
Espárrago verde grueso,1,3.26,3.26,2023-01-04,13397754,kike
Chili con carne Hacendado,1,2.6,2.6,2023-01-04,13397754,kike
